Producto,Kcal,Grasa,Carbohidratos,Proteina,Sal,Supermercado,Saturada%,Azucares%
Wakame Ensalada del Mar,74.0,4.0,6.0,1.4,1.5,mercadona,0.0,50.0
Morcilla de Pueblo,263.0,20.3,2.9,17.2,1.9,mercadona,35.960591133004925,30.344827586206897
Aroma de Vainilla,85.0,0.0,19.2,0.0,0.0,mercadona,,4.166666666666667
Bebida Energética Light ,2.0,0.0,0.0,0.0,0.0,mercadona,,
Filete de Pechuga de Pollo Extra Tierna,108.0,1.3,0.7,23.4,1.0,mercadona,30.76923076923077,85.71428571428572
Fideos Integrales,349.0,2.6,65.0,13.0,0.04,mercadona,15.384615384615383,6.153846153846154
Muslo Deshuesado,209.0,16.0,0.0,16.0,0.0,mercadona,27.500000000000004,
Pipa Calabaza Natural ,583.0,47.9,3.0,35.3,0.0,mercadona,17.745302713987474,53.333333333333336
Migas de Bacalao,60.0,0.4,0.0,14.099999999999998,1.6,mercadona,74.99999999999999,
Croissant con Crema de Cacao (50g),484.4124700239808,31.17505995203837,43.16546762589928,6.235011990407674,0.52757793764988,mercadona,36.15384615384615,53.333333333333336
Pechuga de Pavo Natural,78.0,0.5,1.0,17.3,0.0,mercadona,40.0,100.0
Fritura de Pescado,59.0,0.4,0.3,13.4,0.0,mercadona,0.0,0.0
Helado de Chocolate con Trocitos de Chocolate,292.0,17.0,29.0,4.6,0.48,mercadona,70.58823529411765,93.10344827586206
Gominolas Colours,334.0,0.2,78.0,4.2,0.0,mercadona,100.0,55.12820512820513
Cocktail Tostado Ahumado Fumado,598.0,47.2,16.0,22.8,1.5,mercadona,13.559322033898304,36.25
Palomitas Microondas Sabor Mantequilla,433.0,17.8,47.0,13.900000000000002,1.5,mercadona,44.9438202247191,2.127659574468085
Cacahuetes Bañados en Chocolate con Leche,554.0,35.0,42.0,15.0,0.0,mercadona,45.71428571428572,92.85714285714286
Chocolate con Leche y Avellanas,560.0,38.0,48.0,8.8,0.0,mercadona,45.26315789473684,91.66666666666666
Crepes de Chocolate,462.5,21.875,59.375,6.25,1.9375,mercadona,25.71428571428571,63.1578947368421
Pan Multifibras ,250.0,2.5,43.3,10.1,0.93,mercadona,16.0,4.849884526558892
Picatostes Fritos Sabor Ajo,498.00000000000006,24.8,59.0,8.6,2.43,mercadona,10.080645161290322,3.220338983050848
Sándwich Nata sin Azucares Añadidos,216.07142857142856,6.42857142857143,39.285714285714285,5.357142857142857,0.375,mercadona,63.88888888888887,13.18181818181818
Salsa de Champiñones,378.0,11.0,47.0,20.0,0.01,mercadona,69.0909090909091,31.91489361702128
Mini Empanadillas de Atún,230.0,8.0,32.3,6.0,0.69,mercadona,38.75,21.052631578947373
Mix de Verduras Paisana,43.0,0.25,8.2,1.2,0.15,mercadona,24.0,45.121951219512205
Bolognese,122.0,6.7,9.6,5.3,1.6,mercadona,23.88059701492537,67.70833333333334
Bacon Ahumado con Madera de Haya,293.0,25.0,2.0,15.0,2.4,mercadona,36.0,100.0
Salsa Molho Teriyaki ,188.0,0.1,41.8,4.5,0.0,mercadona,100.0,87.08133971291866
Yogur Bifidus Nueces y Cereales ,55.00000000000001,0.5,7.9,4.0,0.14,mercadona,20.0,62.0253164556962
"Salteado de Gambas, Ajetes y Espárragos Verdes",34.0,0.5,2.4,4.0,0.5,mercadona,20.0,79.16666666666666
Tarta Ferrero,388.0,24.0,37.0,4.9,0.2299999999999999,mercadona,54.16666666666666,70.27027027027027
Pan Molde,242.0,1.8000000000000005,47.0,8.2,1.1,mercadona,22.22222222222221,7.021276595744681
Mejillones Congelados,95.0,2.7,3.2,14.000000000000002,0.88,mercadona,28.88888888888889,15.625
Pechuga de Pavo al Pimentón,104.0,1.0,3.2,20.6,0.0,mercadona,40.0,0.0
Queso Untar Finas Hierbas,167.0,13.0,6.4,5.9,0.0,mercadona,69.23076923076923,78.125
Arroz Inflado con Chocolate,390.0,2.666666666666667,85.0,5.666666666666666,0.0,mercadona,50.000000000000014,37.64705882352941
Mini Cookies,485.0,22.000000000000004,65.0,5.500000000000001,1.0,mercadona,29.54545454545454,46.15384615384615
Galletas María 0% Azucares,416.6666666666667,11.666666666666666,75.0,6.666666666666667,2.5,mercadona,14.285714285714288,11.111111111111107
Semillas,603.0,51.3,3.1,22.0,0.03,mercadona,12.280701754385966,80.64516129032258
Yogurt Líquido Fresa,68.69565217391305,1.2173913043478262,12.608695652173912,1.8260869565217392,0.2782608695652174,mercadona,64.28571428571428,99.31034482758622
Mortadela Italiana Finas Lonchas,318.0,28.000000000000004,0.5,16.0,0.01,mercadona,33.214285714285715,0.0
Salsa Queso ,272.0,21.7,14.3,4.4,2.58,mercadona,19.35483870967742,23.77622377622378
Barrita de Chocolate Blanco,429.245283018868,16.037735849056602,61.32075471698113,5.18867924528302,0.518867924528302,mercadona,64.7058823529412,40.76923076923077
Lomo Trozo,152.0,8.9,0.0,18.0,0.2,mercadona,36.853932584269664,
Cereales Rellenos de Chocolate Negro,436.6666666666666,15.333333333333332,65.33333333333334,8.0,0.8333333333333334,mercadona,32.608695652173914,53.57142857142856
Queso Light Entrepinares,300.0,20.0,2.0,28.000000000000004,1.3,mercadona,70.0,30.0
Raviolis de Calabaza y Crema de Quesos,286.0,13.0,32.0,7.9,1.3,mercadona,43.07692307692307,14.0625
Mix Pepinillos y Cebollitas,19.0,0.5,2.6,1.2,3.25,mercadona,40.0,65.38461538461539
Escalopines de Rosada,73.0,0.5,0.5,18.0,0.65,mercadona,20.0,100.0
Harina de Espelta,342.0,1.9,63.0,14.000000000000002,0.02,mercadona,15.789473684210526,1.111111111111111
Bebida de Soja Ligera,31.0,1.3,2.2,2.5,0.09,mercadona,15.384615384615383,77.27272727272727
Aceite de Oliva Virgen Extra (Spray),824.0,91.0,0.0,0.0,0.0,mercadona,16.483516483516482,
Mix de Verduras Mediterráneo,34.0,0.2,5.9,1.4,0.0,mercadona,15.0,40.67796610169491
Puré de Patatas,349.0,0.6,74.0,8.3,0.15,mercadona,66.66666666666667,2.027027027027027
Café Molido Natural,336.0,13.0,14.000000000000002,17.0,0.03,mercadona,45.38461538461539,12.142857142857142
Bollo Suizo,314.54545454545456,8.545454545454547,52.72727272727272,5.636363636363637,2.145454545454545,mercadona,57.44680851063829,41.3793103448276
Cardo,10.0,0.0,1.6,0.0,0.91,mercadona,,56.25
Pan de Nueces con Masa Madre,266.0,5.5,44.0,8.5,0.0,mercadona,10.909090909090908,2.727272727272727
Vacuno a Tacos,119.0,3.5000000000000004,0.5,21.0,0.15,mercadona,39.99999999999999,0.0
Yogur Sabor Platano,82.39999999999999,2.48,11.44,3.6,0.256,mercadona,67.74193548387098,100.0
Hogaza sin Gluten,266.0,4.4,50.0,3.7000000000000006,1.1,mercadona,13.636363636363637,6.800000000000001
Caocream (11g),472.7272727272728,19.090909090909093,69.0909090909091,5.454545454545454,1.0,mercadona,28.57142857142857,44.73684210526315
Patatas Fritas Receta Churreria,502.0,25.0,61.0,6.1,0.91,mercadona,9.6,0.819672131147541
Cheddar Curado,410.0,34.4,0.5,25.0,1.8000000000000005,mercadona,63.08139534883721,100.0
Bifidus Desnatado Natural Edulcorado Cremoso,44.8,0.32,5.84,4.720000000000001,0.144,mercadona,75.0,95.89041095890413
Turrón Duro,539.0,35.0,37.0,16.0,0.03,mercadona,7.142857142857142,94.5945945945946
Tortitas Arroz 54% Chocolate Negro ,477.4193548387097,20.0,64.51612903225806,6.774193548387098,0.0,mercadona,59.67741935483871,40.50000000000001
Paté de Salmón,280.0,26.8,1.7000000000000002,7.9,0.0,mercadona,12.686567164179104,100.0
Patatas Fritas Extra Crujientes ,497.0,26.0,55.00000000000001,7.400000000000001,1.1,mercadona,12.692307692307695,0.9090909090909092
Rebanada Gruesa Especial Torrada,256.8627450980392,3.1372549019607843,45.09803921568628,10.0,1.0980392156862746,mercadona,31.25,8.260869565217392
Waffle Fries,192.0,9.6,24.0,2.6,0.5,mercadona,12.5,4.166666666666666
Tomate para Untar,62.0,4.0,5.0,1.1,1.0,mercadona,15.0,78.0
Alubia Blanca Extra,292.0,1.0,40.0,21.4,0.0,mercadona,30.0,5.75
Pan Tostado Trigo Espelta Integral,384.0,6.0,60.4,17.5,2.2,mercadona,11.666666666666666,7.284768211920531
Solomillo Cerdo,111.0,2.2,0.0,23.0,0.11,mercadona,36.36363636363637,inf
Crepes ,250.0,10.0,34.0,5.9,0.0,mercadona,67.0,16.176470588235293
Vinagre de Jerez Reserva,37.0,0.0,0.0,0.0,0.0,mercadona,,
Bacaladilla,78.0,0.5,0.0,19.0,0.66,mercadona,0.0,
Leche de Soja Light,32.0,1.3,2.4,2.5,0.0,mercadona,15.384615384615383,70.83333333333334
Donete,455.0,29.5,41.0,5.4,0.6,mercadona,61.35593220338984,55.36585365853658
Patatas con Alioli,272.0,23.0,13.6,1.9,1.7500000000000002,mercadona,11.73913043478261,5.882352941176471
Havarti Cremoso Light,267.0,17.0,1.6,27.0,1.6,mercadona,70.58823529411765,31.25
Preparado de Paella de Marisco,79.0,3.0,4.0,12.5,0.0,mercadona,12.333333333333334,50.0
Aceitunas Verdes sin Hueso,183.0,18.3,0.5,1.6,0.01,mercadona,17.48633879781421,0.0
+Proteínas Sabor Tropical,51.07142857142857,0.3928571428571429,4.7142857142857135,7.142857142857142,0.1392857142857143,mercadona,54.54545454545454,90.90909090909092
Picos sin Gluten,392.0,3.5000000000000004,86.0,2.9,0.0,mercadona,45.71428571428572,1.627906976744186
Empanada de Pollo y Setas,259.0,11.0,32.0,7.200000000000001,1.2,mercadona,23.63636363636364,9.6875
Bebida Energética,45.0,0.0,11.0,0.0,0.0,mercadona,,100.0
Nueces de Brasil,674.0,63.4,5.1,16.7,0.37,mercadona,23.817034700315457,31.37254901960785
Filete de Lomo Familiar ,124.0,2.0,0.0,28.000000000000004,0.0,mercadona,50.0,
Helado de Nata,91.0,4.2,11.9,1.3,0.0,mercadona,71.42857142857143,96.63865546218489
Galletas Chocolate y Leche,525.3731343283582,28.95522388059701,56.71641791044776,6.865671641791045,0.0,mercadona,65.97938144329899,73.68421052631578
Atún Fresco,101.0,0.5,0.5,24.2,0.24,mercadona,40.0,100.0
Crema Catalana,218.00000000000003,13.5,18.9,4.9,0.0,mercadona,59.25925925925925,0.0
Havarti Cremoso,267.0,17.0,1.6,27.0,1.6,mercadona,70.58823529411765,31.25
Mascarpone,482.0,50.0,5.0,3.0,0.28,mercadona,72.0,76.0
Hojaldre de Manzana,366.6666666666666,19.066666666666663,43.06666666666666,3.733333333333333,0.0,mercadona,52.44755244755246,46.43962848297214
Zumo Pura Naranja,44.0,0.1,9.9,0.7,0.0,mercadona,0.0,93.93939393939394
Yogur Natural Edulcorado Cremoso,50.4,0.08,5.84,4.8,0.0,mercadona,100.0,97.26027397260276
Manzanilla Sabor Miel,1.0,0.0,0.2,0.0,0.05,mercadona,,0.0
Ensalada Queso de Cabra,160.0,9.7,13.0,4.2,2.12,mercadona,35.05154639175259,69.23076923076923
Queso Burger,230.0,14.7,14.000000000000002,9.8,3.3000000000000003,mercadona,72.10884353741497,35.0
Galleta Rellena de Crema de Cacao,411.3636363636363,17.5,56.81818181818182,3.8636363636363633,0.0,mercadona,58.44155844155845,59.99999999999999
Coca de Azúcar,431.0,22.9,50.6,5.5,0.75,mercadona,19.21397379912664,43.67588932806324
Porras,419.00000000000006,25.5,41.1,5.7,0.0,mercadona,12.941176470588236,3.1630170316301705
Cocktail de Fruta Deshidratada,425.0,13.900000000000002,70.0,2.3,0.28,mercadona,89.20863309352517,58.57142857142858
+Proteínas Sabor Caramelo,76.66666666666667,1.5000000000000002,5.833333333333333,10.0,0.1,mercadona,0.0,61.42857142857142
Tarta San Marcos,269.0,9.8,42.0,3.0,0.55,mercadona,82.65306122448979,52.38095238095239
Cebolla en Polvo,341.0,1.0,79.0,10.0,0.25,mercadona,0.0,7.59493670886076
Crema al Cacao 1 Sabor ,547.0,33.0,56.00000000000001,4.4,0.13,mercadona,24.848484848484848,98.21428571428572
Tintorera,73.0,0.5,0.5,17.0,0.2299999999999999,mercadona,20.0,100.0
Yogur Soja Vainilla,89.0,1.6,15.0,3.0,0.0,mercadona,25.0,86.66666666666667
Jamoncitos de Pollo Congelados,131.0,6.5,0.0,18.0,0.2,mercadona,35.38461538461538,
Kefir de Coco,62.0,2.3,8.9,1.3,0.1,mercadona,69.56521739130436,98.87640449438204
Salchichas 100% Pavo,92.0,3.0,2.3,13.1,0.01,mercadona,43.333333333333336,21.73913043478261
Cereales,400.0,6.4,75.0,7.5,0.62,mercadona,60.9375,28.000000000000004
Pizza Romana,212.0,6.6000000000000005,26.5,11.7,1.7000000000000002,mercadona,50.0,15.09433962264151
Piri Piri,14.000000000000002,0.7,0.7,0.6,5.28,mercadona,14.285714285714288,14.285714285714288
Dorayaki,275.55555555555554,5.333333333333333,48.888888888888886,5.777777777777779,0.2666666666666666,mercadona,25.0,50.0
Pizza Tomate y Queso,243.00000000000003,5.8,36.0,10.6,1.3,mercadona,46.55172413793104,9.444444444444446
Galets,366.0,1.5,74.0,12.0,0.04,mercadona,20.0,4.72972972972973
Tarta Selva Negra,307.0,13.0,43.0,3.9,0.6,mercadona,66.92307692307692,67.44186046511628
Salteado de Patata y Salchicha,149.0,6.6000000000000005,17.0,4.3,0.0,mercadona,30.303030303030297,9.411764705882351
Macarrones a la Boloñesa ,140.0,4.8,20.0,3.3000000000000003,2.0,mercadona,12.5,28.500000000000004
Lonchas de Queso Burger,230.0,14.7,14.000000000000002,9.8,3.3000000000000003,mercadona,72.10884353741497,35.0
Salsa Cocktail,425.0,43.0,10.4,1.0,2.5,mercadona,10.930232558139537,41.63461538461539
Spaghetti Fino,366.0,1.5,74.0,12.0,0.0,mercadona,20.0,4.72972972972973
Alubia Granja,74.0,0.4,9.9,5.1,0.8,mercadona,25.0,13.131313131313131
Helado Mini Bombón Negro,172.85714285714286,11.571428571428571,18.42857142857143,3.571428571428571,0.2142857142857143,mercadona,65.43209876543209,15.503875968992247
Palitos Frutos Secos ,487.0,23.4,54.0,13.0,3.0,mercadona,9.401709401709404,5.0
+Proteínas Limón ,56.00000000000001,0.5,3.3000000000000003,9.6,0.14,mercadona,60.0,90.9090909090909
PATATAS FRITAS CLASSICAS,520.0,30.0,54.0,6.4,0.0,mercadona,46.66666666666667,0.0
Bombones Delizze,576.0,42.0,44.0,8.7,0.26,mercadona,30.95238095238096,77.27272727272727
Helado Pistacho,364.0,24.0,32.0,3.2,0.12,mercadona,66.66666666666666,93.75
"Parmigiano Reggiano, Trufa",268.0,12.0,30.0,11.0,1.7500000000000002,mercadona,68.33333333333333,14.000000000000002
L.Casei 0%,29.0,0.1,3.8,3.3000000000000003,0.0,mercadona,0.0,92.10526315789475
Gusanitos,447.0,19.9,68.8,5.7,5.0,mercadona,9.547738693467336,1.744186046511628
Barrita Chocolate Blanco ,429.245283018868,16.037735849056602,61.32075471698113,5.18867924528302,0.518867924528302,mercadona,64.7058823529412,40.76923076923077
Salsa Frescas Pesto,525.0,51.0,11.0,4.0,1.2,mercadona,11.960784313725489,56.36363636363636
Galletas Maria Integral,410.0,10.0,66.0,8.7,1.3,mercadona,44.00000000000001,25.75757575757576
Pavo al Ajillo,129.0,6.0,0.8,18.0,4.25,mercadona,28.33333333333334,100.0
Aperitivo de Encurtidos,44.0,3.9,1.2,1.0,0.0,mercadona,0.0,0.0
Pechuga de Pollo 0% Fiambre,81.0,1.1,2.9,14.9,0.0,mercadona,36.36363636363637,44.82758620689656
Patatas Congeladas,116.0,2.4,20.0,2.1,0.0,mercadona,20.833333333333336,2.5
Cocktail Mezcla,498.00000000000006,28.800000000000004,41.0,14.800000000000002,0.0,mercadona,10.069444444444445,16.585365853658537
Capuccino,400.0,4.1,83.0,6.800000000000001,1.1,mercadona,92.6829268292683,75.90361445783132
Bifidus Probioticos Natural,158.0,10.4,9.1,6.1,0.12,mercadona,51.92307692307693,96.70329670329672
Escalopin de Lomo de Cerdo Adobado,117.0,3.6000000000000005,0.8,20.4,0.0,mercadona,38.33333333333332,62.5
Solomillo Provenzal ,112.0,3.2,3.1,17.8,5.95,mercadona,28.125,29.03225806451613
Yogur 0% con Fruta Manzana,44.0,0.08,6.32,4.48,0.1679999999999999,mercadona,100.0,93.67088607594935
Crema al Cacao con Avellanas,551.0,33.0,56.99999999999999,4.5,0.0,mercadona,24.848484848484848,96.49122807017548
Leche Avellana,522.0,30.8,54.400000000000006,6.5,0.37,mercadona,18.831168831168828,99.63235294117646
Yakisoba Soja,204.0,8.5,26.1,4.4,1.3,mercadona,49.41176470588236,11.494252873563218
Pepinillos Agridulces Laminados,53.0,1.0,11.0,0.4,1.2,mercadona,50.0,78.18181818181817
Milhojas con Nata,418.0,26.0,40.0,5.0,0.75,mercadona,69.23076923076923,32.5
Petit Suisse,106.0,2.7,12.6,7.5,0.0,mercadona,62.96296296296296,98.41269841269842
Bollo Crema Cacao,370.6666666666666,14.533333333333337,52.0,7.066666666666667,0.6666666666666667,mercadona,30.27522935779816,46.66666666666666
Queso Fresco Desnatado,68.0,0.2,4.4,12.3,0.0,mercadona,50.0,100.0
Galletas Rellenas de Chocolate 0% Azúcares Añadidos,392.30769230769226,16.153846153846153,57.692307692307686,4.615384615384615,0.1538461538461538,mercadona,33.33333333333333,8.0
Pizza Americana,236.0,7.7,29.0,12.0,0.0,mercadona,42.85714285714286,19.655172413793103
Ensalada César,167.0,10.0,9.8,8.4,2.6,mercadona,30.0,30.61224489795918
Crema de Queso Sabor Suave,241.0,23.0,3.7000000000000006,4.2,1.0,mercadona,69.56521739130434,67.56756756756755
Popitos Flash,32.0,0.0,8.0,0.0,0.02,mercadona,,100.0
Yogur 0% con Fruta,69.0,0.1,13.0,3.9,0.1,mercadona,100.0,94.61538461538464
Galletas Digestive ,465.625,18.125,65.625,6.25,0.0,mercadona,0.0,25.71428571428571
Salsa de Tomate con Albahaca y Orégano,69.0,3.0,8.9,1.2,0.6,mercadona,13.333333333333334,89.8876404494382
Menestra,47.0,0.3,6.3,3.0,0.0,mercadona,33.333333333333336,55.55555555555557
Longaniza Fresca sin Tripa,212.0,18.0,2.0,13.0,1.8000000000000005,mercadona,33.33333333333333,25.0
Aceitunas Verde Gazpacha ,170.0,17.2,0.7,1.5,3.0,mercadona,17.441860465116278,7.142857142857144
Lagarto Cerdo Blanco,136.0,5.6,2.0,19.3,0.0,mercadona,58.57142857142858,0.0
Flautas de Bacon y Queso,317.39130434782606,16.884057971014492,26.521739130434785,13.768115942028986,4.891304347826087,mercadona,53.21888412017168,11.74863387978142
Cocktail Mezcladitos ,467.0,23.4,49.2,14.9,0.0,mercadona,12.820512820512825,14.634146341463415
Napolitanas de Cacao,441.5584415584416,25.97402597402597,43.290043290043286,5.627705627705628,0.0,mercadona,0.0,48.49999999999999
Leche de Arroz y Coco,50.0,1.6,9.0,0.1,0.08,mercadona,81.25,70.0
Tortitas de Maíz Sabor Jamón Serrano,467.0,10.0,79.0,11.0,2.3,mercadona,9.000000000000002,1.89873417721519
Cacao Instantáneo,361.0,3.3000000000000003,77.0,5.4,0.13,mercadona,48.48484848484848,101.29870129870127
Alubia con Verduras,73.0,0.4,9.4,5.1,0.6,mercadona,25.0,8.51063829787234
Pescadilla del Cabs Sin Cabeza Congelada ,72.0,0.2,1.0,17.0,0.24,mercadona,50.0,50.0
Mini Bombón Almendrado,297.5609756097561,19.756097560975608,31.463414634146343,6.097560975609756,0.1707317073170731,mercadona,66.66666666666667,22.48062015503876
Salchicha Bocata,212.0,17.2,0.7,13.5,1.7000000000000002,mercadona,34.88372093023256,71.42857142857143
Mermelada Albaricoque,194.0,0.0,48.0,0.5,0.0,mercadona,,91.66666666666666
Chocolate ,543.0,33.0,54.0,7.5,0.0,mercadona,90.9090909090909,1.851851851851852
Caldo para Paella de Marisco o Fideuá con Sofrito,17.0,1.2,0.6,1.0,0.0,mercadona,16.666666666666668,83.33333333333334
Moras,46.0,0.4,8.0,0.8,0.0,mercadona,0.0,61.25000000000001
Salsa Pimienta Verde,382.0,11.1,55.8,14.000000000000002,4.5,mercadona,63.96396396396396,16.666666666666668
Arroz de Secreto Ibérico con Setas,206.0,9.3,26.899999999999995,4.6,1.6,mercadona,26.881720430107524,3.7174721189591087
Rosquilletas Tradicionales,442.0,15.9,62.2,9.5,1.7500000000000002,mercadona,8.80503144654088,10.771704180064308
Alitas de Pollo Adobadas,140.0,7.000000000000001,3.1,16.2,0.0,mercadona,31.428571428571427,19.35483870967742
Pan con Avena,269.0476190476191,6.190476190476191,38.095238095238095,10.95238095238095,2.1904761904761907,mercadona,15.384615384615383,7.5
Nata Montar,335.0,35.0,3.1,2.0,0.0,mercadona,68.57142857142857,100.0
Pechuga Pimentón ,83.0,0.0,1.2,20.0,1.2,mercadona,,0.0
Puré de Puerro y Patata,41.0,1.0,6.3,1.2,0.0,mercadona,16.0,1.5873015873015877
Café con Leche Cappuccino,64.0,1.3,9.7,3.2,0.5,mercadona,61.53846153846154,98.96907216494846
Ajos Tiernos Ultracongelados,37.0,0.3,4.7,1.9,0.12,mercadona,33.333333333333336,72.3404255319149
Chocolate Extrafino Negro 72% de Cacao con Almendras Enteras,580.0,44.00000000000001,32.99999999999999,7.5,0.0,mercadona,61.36363636363635,87.8787878787879
Queso Fresco de Vaca y Cabra,241.0,19.0,2.65,15.0,0.8,mercadona,68.42105263157895,100.0
Barrita de Cereales con Cacahuetes Sabor Caramelo,440.5797101449276,16.81159420289855,60.86956521739131,10.434782608695652,0.9855072463768118,mercadona,34.48275862068966,43.33333333333333
Infusión Figura,1.0,0.0,0.2,0.0,0.0,mercadona,,0.0
Salsa Fresca Funghi Porcini,91.0,7.3,5.0,1.3,1.4,mercadona,58.9041095890411,18.000000000000004
Merluza Pescada al Natural,104.0,3.6000000000000005,0.5,18.0,1.4,mercadona,27.77777777777777,100.0
Patatas Sabor Campestre,538.0,33.0,51.0,6.800000000000001,1.5,mercadona,9.090909090909092,6.666666666666668
Calzone Jamón Cocido Y Queso,235.0,10.3,21.5,13.4,1.4,mercadona,47.57281553398058,6.511627906976744
Pudding al Baño María ,185.0,5.4,29.100000000000005,5.0,0.0,mercadona,33.33333333333334,89.00343642611682
Galletas Digestive sin Azúcares Añadidos,483.0,20.0,65.0,7.1,0.9000000000000001,mercadona,48.5,0.4615384615384615
Chorizo Dulce Extra,443.0,38.0,0.2,25.0,3.1,mercadona,37.368421052631575,100.0
Arroz Basmati Aromatico,355.0,0.6,78.0,9.0,0.0,mercadona,33.333333333333336,0.641025641025641
Hamburguesa Pollo de Campo Gruesa,114.0,4.8,1.2,16.0,0.0,mercadona,29.166666666666668,41.66666666666667
Galletas Chocolate Negro,496.0,23.2,64.0,6.4,0.8,mercadona,65.51724137931035,53.75
Muesli Crujiente,444.44444444444446,14.444444444444445,68.88888888888889,7.111111111111111,0.0,mercadona,9.23076923076923,35.483870967741936
Anillas a la Romana,167.0,6.6000000000000005,19.7,7.000000000000001,1.25,mercadona,13.636363636363638,1.5228426395939088
Cacahuetes con Chocolate Negro,544.0,34.0,41.0,14.000000000000002,0.0,mercadona,44.11764705882353,95.1219512195122
Frizzante Verdejo,40.0,0.0,9.0,0.0,0.0,mercadona,,0.0
Pasta Fresca Quesos,274.0,10.0,35.0,10.0,1.1,mercadona,53.0,19.142857142857142
Maria Choco,463.9175257731959,16.494845360824744,69.07216494845362,7.216494845360826,1.855670103092784,mercadona,25.0,34.328358208955216
Lomo Adobado al Horno,88.0,2.5,0.5,16.3,2.0,mercadona,36.00000000000001,100.0
LECHE CONDENSADA,322.0,8.0,55.00000000000001,7.400000000000001,0.0,mercadona,71.25,100.0
Pizza Mediterránea,234.0,7.9,27.7,13.0,0.0,mercadona,0.0,0.0
Pizza Fresca Serrana,261.0,9.4,28.6,15.5,1.8000000000000005,mercadona,52.12765957446809,8.39160839160839
