Producto,Kcal,Grasa,Carbohidratos,Proteina,Sal,Supermercado,Saturada%,Azucares%
Fingers Mozzarella,311.0,17.0,26.0,13.0,1.7000000000000002,carrefour,38.23529411764706,6.923076923076925
Yogur Bifidus Natural,68.0,4.0,4.4,3.5000000000000004,0.0,carrefour,62.5,100.0
Lenguas de Gato,427.0,10.0,78.0,5.3,0.0,carrefour,49.00000000000001,57.692307692307686
Camembert ,265.0,21.0,0.0,19.0,3.25,carrefour,71.42857142857143,
Noodles Pollo,73.0,2.6,11.0,1.8000000000000005,0.64,carrefour,11.538461538461538,0.0
Chili con Carne,89.0,2.7,7.000000000000001,7.8,1.0,carrefour,40.74074074074075,14.285714285714285
Yogur Soja Chocolate,91.0,2.0,14.000000000000002,3.3000000000000003,0.12,carrefour,30.0,78.57142857142856
Masa Pizza Extrafina Carrefour ,291.0,4.3,55.00000000000001,7.000000000000001,0.0,carrefour,16.279069767441857,5.454545454545453
lPepinillos Agridulces Grandes,34.0,0.0,6.4,1.4,0.69,carrefour,,89.0625
Pan de Molde Integral con 4 Cereales y 3 Semillas,245.00000000000003,4.3,38.0,9.3,0.0,carrefour,11.627906976744184,10.526315789473683
Cacahuete Tostado sin Sal,627.0,52.7,4.6,29.100000000000005,0.02,carrefour,17.077798861480076,100.0
Mini Hamburguesas Pollo,133.0,5.1,3.0,19.0,1.8000000000000005,carrefour,33.333333333333336,16.666666666666664
Melocotón en Almíbar Ligero,60.0,0.0,14.000000000000002,0.0,0.0,carrefour,,85.7142857142857
Cookies de Chocolate ,486.00000000000006,22.0,63.0,6.1,0.74,carrefour,28.63636363636364,58.730158730158735
Yogur Bífidus Natural Edulcorado 0%,36.8,0.0,5.12,3.92,0.104,carrefour,,100.0
Champiñones en Rodajas,19.0,0.0,0.6,2.6,0.58,carrefour,,0.0
Cintas Nido con Espinacas,363.0,2.5,70.0,13.0,0.0,carrefour,20.0,4.428571428571429
Judías Verdes Finas,14.000000000000002,0.0,1.8000000000000005,0.8,0.0,carrefour,,38.88888888888888
Calabaza en Dados,37.0,0.0,8.0,1.0,0.0,carrefour,,30.0
Margarina Ligera,363.0,40.0,0.5,0.4,0.38,carrefour,32.5,100.0
Caella,96.0,0.58,0.0,22.6,0.0,carrefour,56.896551724137936,
Almendras Sin Piel Naturales,637.0,56.00000000000001,3.5000000000000004,25.0,0.05,carrefour,8.928571428571427,100.0
Hamburguesa Pollo Pavo Espinacas,138.0,7.9,1.3,14.000000000000002,1.7000000000000002,carrefour,32.91139240506329,30.76923076923077
Pipas de Girasol Natural Peladas,609.0,51.0,11.0,21.0,0.02,carrefour,8.823529411764707,23.63636363636364
Salsa Mexicana Suave,31.0,0.0,5.3,1.4,1.9,carrefour,,83.01886792452832
Wraps Trigo ,316.0,7.400000000000001,53.0,8.0,1.1,carrefour,17.567567567567565,2.830188679245284
Maíz Frito Salado,436.00000000000006,12.0,71.0,6.9,0.0,carrefour,37.5,0.0
Queso de Oveja Viejo,464.0,40.0,1.0,25.0,1.8000000000000005,carrefour,70.0,50.0
Edamame,134.0,3.3000000000000003,12.0,12.0,0.02,carrefour,0.0,7.500000000000001
Lomo Curado Loncheado,265.0,12.0,3.7000000000000006,36.0,4.5,carrefour,44.16666666666666,24.324324324324323
Tomate Triturado con Cebolla,21.0,0.0,3.7000000000000006,0.9000000000000001,0.0,carrefour,,78.37837837837837
Crema de Bogavante ,24.0,0.5,3.3000000000000003,1.3,1.88,carrefour,20.0,15.151515151515149
Almendras Tostadas y Saladas,625.0,55.00000000000001,3.9,24.0,0.01,carrefour,10.545454545454543,89.74358974358975
Cous Cous,360.0,2.0,72.0,12.0,0.0,carrefour,15.0,2.7777777777777777
Arreglo Completo para Puchero,204.0,14.2,1.0,18.0,0.4099999999999999,carrefour,43.098591549295776,50.0
Fuet Espetec Extra,452.0,37.0,2.8,27.0,2.7,carrefour,37.83783783783784,100.0
Colines 100% Integrales,369.0,2.6,70.0,13.0,0.01,carrefour,26.923076923076923,2.571428571428572
Pipas de Girasol Saladas,385.0,24.0,9.2,13.0,8.2,carrefour,11.25,23.913043478260875
Arándano Rojo Entero Deshidratado,328.0,1.0,76.0,0.5,0.03,carrefour,20.0,97.36842105263158
Pan de Pipas,518.0,30.0,50.0,11.0,1.9,carrefour,9.000000000000002,2.8
Pistacho Natural sin Cáscara,629.0,50.0,13.0,26.0,0.01,carrefour,11.8,65.38461538461539
Galletas María Integral,441.6666666666667,12.083333333333334,75.0,7.083333333333333,2.5,carrefour,10.344827586206897,27.77777777777778
Jamón Serrano Loncha Entera Reserva,254.0,16.0,0.0,27.0,8.75,carrefour,35.625,
Maxi Burger 100% Integral,287.0,7.200000000000001,37.0,13.0,0.0,carrefour,19.44444444444444,19.729729729729726
Pan de Molde con Semillas de Amapola,291.0,5.2,49.4,9.9,1.1,carrefour,19.23076923076923,6.477732793522267
Plátano Desecado,485.0,26.0,57.99999999999999,2.3,0.0,carrefour,88.46153846153845,87.93103448275863
Longaniza Blanca Fresca,194.0,15.48,0.96,13.3,1.81,carrefour,37.7906976744186,78.125
Creme Fraiche,291.0,30.0,2.9,2.3,0.0,carrefour,66.66666666666666,0.0
Bolas de Cereales con Miel,388.0,0.9000000000000001,89.0,5.5,0.0,carrefour,22.22222222222222,31.460674157303377
Pan Tostado Integral,387.0,6.6000000000000005,64.0,13.0,0.0,carrefour,15.151515151515149,7.187499999999999
Alubia Blanca,289.0,2.0,33.0,20.0,0.0,carrefour,20.0,10.606060606060607
Tallarín,344.0,2.0,68.0,12.0,0.08,carrefour,25.0,5.147058823529412
Palitos de Surimi,117.0,4.3,14.000000000000002,5.6,1.8000000000000005,carrefour,11.627906976744184,20.0
Preparado de Carne Picada de Pavo,126.0,4.3,3.3000000000000003,18.2,0.0,carrefour,30.232558139534888,0.0
Ravioli de Ricotta y Espinacas,298.0,13.0,34.0,8.5,2.5,carrefour,66.15384615384615,10.0
Helado Vainilla y Nueces de Macadamia,209.0,8.1,31.0,2.7,0.35,carrefour,59.25925925925925,83.87096774193549
Pepinillos Sabor Anchoa ,18.0,0.0,1.8000000000000005,1.2,2.0,carrefour,inf,27.777777777777768
Filete de Merluza Argentina sin Piel,94.0,3.1,0.0,16.0,0.25,carrefour,38.70967741935484,
Raviolis Queso,275.0,7.000000000000001,41.0,12.0,0.0,carrefour,74.28571428571428,13.902439024390246
Sandwich Atún con Huevo y Lechuga,248.0,14.000000000000002,19.0,12.0,0.95,carrefour,14.285714285714285,9.47368421052632
Ajo con Aceite de Oliva,35.0,0.8,4.5,2.2,0.01,carrefour,37.49999999999999,57.777777777777786
Copos de Cereales Chocolateados,390.0,3.6000000000000005,77.0,9.5,0.7,carrefour,38.88888888888888,37.66233766233766
Lentejas a la Riojana,83.0,3.2,7.3,4.7,0.0,carrefour,68.75,8.21917808219178
Confitura Extra Melocotón Light,49.0,0.0,13.0,0.0,0.1,carrefour,,35.38461538461538
Leche UHT Desnatada,35.0,0.5,4.8,3.2,0.13,carrefour,60.0,100.0
Paella Mixta,148.0,3.9,24.0,4.1,1.3,carrefour,20.512820512820515,4.583333333333334
Salsa Ricotta,85.0,3.9,8.9,3.1,1.1,carrefour,46.15384615384617,42.69662921348314
Yogur Bifidus Muesli y Cereales ,47.0,0.5,6.800000000000001,4.3,0.15,carrefour,20.0,72.05882352941177
Espinacas en Hojas,17.0,0.0,0.8,2.4,0.0,carrefour,,50.0
Garbanzos Cocidos con Espinacas ,74.0,1.9,7.9,5.0,0.58,carrefour,10.526315789473683,0.0
Pincho de Pollo Adobado,90.0,1.3,0.0,19.0,2.5,carrefour,30.76923076923077,
Alcachofas Baby Congeladas,55.00000000000001,0.0,8.2,2.9,0.13,carrefour,,9.756097560975611
Sándwich Atún,245.00000000000003,11.0,26.0,9.7,1.1,carrefour,17.272727272727273,9.23076923076923
Chorizo Oreado,281.0,22.3,0.8,19.7,2.3,carrefour,37.21973094170404,100.0
Tallarines al Huevo ,365.0,3.5000000000000004,67.0,14.000000000000002,0.3,carrefour,28.57142857142857,2.388059701492537
Salchichas Frankfurt,233.0,19.0,4.5,12.0,2.1,carrefour,34.21052631578947,11.11111111111111
Pistachos Tostados sin Sal,596.0,47.0,15.0,23.0,0.21,carrefour,12.127659574468089,46.0
Cuajada,98.0,5.3,7.3,5.1,0.0,carrefour,64.15094339622642,100.0
Arándanos Rojos Desecados ,323.0,1.2,75.0,0.01,0.0,carrefour,16.666666666666668,82.66666666666667
Hamburguesa Pollo Certificado,210.0,15.0,1.5,16.0,1.5,carrefour,30.666666666666664,33.33333333333333
Calabacín en Dados,16.0,0.0,2.4,1.1,0.0,carrefour,,79.16666666666666
Queso Ibérico Curado,415.00000000000006,35.0,1.0,24.0,3.75,carrefour,71.42857142857143,0.0
Cacahuetes con Miel,595.0,46.0,19.0,23.0,2.22,carrefour,15.869565217391305,73.6842105263158
Moussaka,165.0,12.2,9.3,4.6,1.3,carrefour,22.950819672131143,16.129032258064516
Salsa de Mostaza y Miel ,405.0,38.0,14.000000000000002,1.1,2.2,carrefour,8.947368421052634,85.7142857142857
Alubia Roja Cocida,74.0,0.0,10.0,5.5,0.72,carrefour,,0.0
Salsa Tres Quesos,84.0,6.0,4.8,2.7,1.2,carrefour,41.66666666666667,0.0
Pan Tostado Clasico,398.0,6.800000000000001,71.0,11.0,1.6,carrefour,11.76470588235294,7.464788732394366
Burger Brioche,323.0,10.0,47.0,10.0,0.8500000000000001,carrefour,44.00000000000001,23.404255319148938
Alubias ,70.0,0.5,9.2,4.7,0.0,carrefour,0.0,0.0
Arroz Integral Express,147.90419161676647,0.7784431137724551,31.13772455089821,3.1137724550898205,0.0,carrefour,23.07692307692307,5.384615384615383
Queso Emmental sin Lactosa,370.0,29.0,0.0,27.0,1.6,carrefour,65.51724137931035,
Confitura Extra Frambuesa Light,49.0,0.0,12.0,0.7,0.0,carrefour,,27.500000000000004
Helado de Nata,186.0,8.8,25.0,2.3,0.0,carrefour,72.72727272727273,88.0
Oreja Cocida Adobada,220.00000000000003,17.0,0.6,20.0,1.7000000000000002,carrefour,30.58823529411765,50.0
Yogur Sabor Galleta,75.0,1.9,11.0,3.1,0.1,carrefour,68.42105263157895,100.0
Yogurt Oveja Bio,90.0,6.0,3.9,5.0,0.1,carrefour,75.0,100.0
Nachos Sabor Queso ,450.0,16.6,65.4,6.6000000000000005,1.5,carrefour,12.048192771084336,3.3639143730886847
Queso Mascarpone,392.0,40.0,3.5000000000000004,4.5,0.0,carrefour,68.75000000000001,85.7142857142857
Arroz a la Milanesa,119.0,1.9,20.0,4.2,0.0,carrefour,15.789473684210526,9.5
Helado de Chocolate sin Azúcares Añadidos ,145.0,6.1,18.0,4.8,0.0,carrefour,90.1639344262295,29.444444444444446
Fingers Pollo,261.0,14.000000000000002,21.0,12.0,0.0,carrefour,13.571428571428571,0.6666666666666667
Patata Steakhouse Especial Horno,128.0,2.5,23.0,2.6,0.24,carrefour,12.0,2.1739130434782608
Garbanzo Pedrosillano Cocido ,95.0,1.7000000000000002,13.0,5.1,0.45,carrefour,11.76470588235294,0.0
Queso Gouda Light ,261.0,16.6,0.0,28.1,0.42,carrefour,69.27710843373494,
Taquitos de Jamón Curado,249.00000000000003,17.0,1.0,23.0,5.0,carrefour,37.05882352941177,100.0
Pimientos del Piquillo en Tiras al Natural,47.0,0.0,8.3,1.3,1.25,carrefour,,73.49397590361446
Lomo de Cebo Ibérico,331.0,21.0,1.4,34.0,4.0,carrefour,42.38095238095238,57.14285714285715
Hojas de Masa Filo,296.0,0.8,61.0,10.0,2.22,carrefour,25.0,3.934426229508196
Surtido de Picos y Regañas,380.0,4.7,73.0,12.0,0.01,carrefour,19.148936170212767,2.73972602739726
Patatas en Gajo,142.0,5.2,20.0,2.5,0.88,carrefour,11.538461538461538,3.5
Papaya Desecada ,342.0,0.0,85.0,0.0,1.38,carrefour,,89.41176470588236
Cous Cous Estilo Marroquí,352.0,3.3000000000000003,65.0,13.0,1.8000000000000005,carrefour,30.303030303030297,5.846153846153846
Coctel Frutos Secos sin Sal,599.0,52.6,18.3,24.4,0.02,carrefour,14.638783269961978,22.950819672131143
Brotes de Espinaca y Rúcula,31.0,0.8,2.1,2.9,0.2299999999999999,carrefour,12.5,23.809523809523807
Atún en Escabeche,132.0,4.8,0.0,22.0,15.0,carrefour,18.750000000000004,
Brocomole,105.0,8.8,3.3000000000000003,1.9,0.91,carrefour,19.318181818181817,45.45454545454545
Gambas Peladas,45.0,0.8,0.0,9.4,0.77,carrefour,37.49999999999999,
Ciruelas sin Hueso ,187.0,0.0,35.0,2.6,0.0,carrefour,,100.0
Lasaña de Espinacas,136.0,6.7,13.0,5.4,0.8199999999999998,carrefour,62.68656716417911,26.923076923076927
Pizza Pollo,215.0,6.6000000000000005,27.0,11.0,1.4,carrefour,48.48484848484848,5.555555555555555
Wok Mediterráneo,24.0,0.2,3.6000000000000005,0.8,0.0,carrefour,50.0,66.66666666666666
Molletes 100% Integrales de Trigo,242.0,1.0,47.0,9.0,3.85,carrefour,30.0,4.042553191489361
Paté a la Pimienta,306.0,28.000000000000004,0.0,13.0,1.6,carrefour,32.14285714285714,
Lasaña de Atun,126.0,5.9,12.0,6.2,0.75,carrefour,35.59322033898305,30.000000000000004
Brioche Trenzado,358.0,9.6,56.99999999999999,9.7,1.1,carrefour,14.583333333333334,29.82456140350877
Huevas de Lumpo,66.0,3.1,0.7,8.7,5.0,carrefour,22.58064516129032,0.0
Nuggets de Pollo ,213.0,9.0,23.0,10.0,0.79,carrefour,20.000000000000007,3.91304347826087
Leche Condensada ,322.0,8.0,55.00000000000001,7.5,0.0,carrefour,62.5,100.0
Dátiles,216.0,0.5,51.0,2.3,0.0,carrefour,20.0,100.0
Salami Loncheado,394.0,35.9,2.8,14.9,3.2,carrefour,38.99721448467968,92.85714285714288
Panecillo 6 Cereales,266.0,4.1,46.0,8.4,2.88,carrefour,14.634146341463415,6.304347826086956
Masa para Pizza sin Gluten,291.0,8.1,48.0,2.0,1.6,carrefour,8.641975308641975,3.750000000000001
Chapatta Cristal Kornspitz,268.0,4.9,43.0,9.9,1.05,carrefour,14.285714285714285,6.279069767441861
Albóndigas Pollo-Pavo,147.0,8.9,2.0,13.0,1.8000000000000005,carrefour,32.58426966292134,15.0
Anchoas en Aceite de Oliva,186.0,7.7,0.0,29.0,0.03,carrefour,25.97402597402597,
Espinaca y Rucula,27.0,0.5,0.6,3.4000000000000004,1.6200000000000003,carrefour,20.0,83.33333333333334
Tiras Vegetal,183.0,8.5,3.6000000000000005,22.0,1.5,carrefour,15.294117647058824,13.888888888888888
Queso Blanco Pasteurizado Clásico ,116.0,6.2,4.0,11.0,0.86,carrefour,69.35483870967741,100.0
Trozos de Potón del Pacifico en Salsa Americana,175.0,14.000000000000002,2.3,10.0,0.93,carrefour,11.428571428571429,0.0
Pipas de Girasol Fritas Peladas,700.0,65.0,6.800000000000001,20.0,0.0,carrefour,11.076923076923078,44.11764705882352
Chorizo Extra Dulce,478.0,42.0,1.0,24.0,0.01,carrefour,35.714285714285715,0.0
Pan de Centeno con Semillas de Sésamo y Amapola,316.0,6.5,51.0,9.0,1.15,carrefour,24.615384615384617,6.862745098039216
Salchicha Fresca Pavo,110.0,4.3,1.2,16.5,3.8,carrefour,30.232558139534888,0.0
Remolacha Roja en Tiras,56.00000000000001,0.0,10.0,1.5,0.0,carrefour,,84.00000000000001
Bonito del Norte en Aceite de Oliva Virgen Extra,163.0,7.000000000000001,0.0,25.0,1.5,carrefour,17.14285714285714,
Frutos Secos,640.0,52.0,22.0,21.0,1.0,carrefour,12.5,20.0
Ensalada China,27.0,0.0,5.0,0.9000000000000001,0.5,carrefour,inf,86.0
Ensalada Baby Leaf,16.0,0.8,0.1,1.5,0.25,carrefour,37.49999999999999,100.0
Picos sin Gluten,387.0,2.6,86.0,3.4000000000000004,2.9,carrefour,19.23076923076923,4.186046511627907
Pan Rebanado Multisemillas 11%,287.0,5.3,46.0,12.0,1.4,carrefour,15.094339622641511,7.82608695652174
Ensalada Pasta y Rúcula,195.0,8.2,23.0,6.800000000000001,0.48,carrefour,18.292682926829272,11.73913043478261
Lomo de Salmón Noruego,223.0,16.0,0.0,20.0,0.1,carrefour,14.374999999999998,
Garbanzos con Verduras,81.0,2.1,10.4,3.8,0.53,carrefour,28.57142857142857,0.0
Flan de Huevo,144.0,3.2,24.0,4.9,0.15,carrefour,37.49999999999999,100.0
Sucedáneo de Angulas,112.0,4.9,6.0,10.0,2.0,carrefour,20.40816326530612,16.666666666666664
Mermelada Extra Fresa,194.0,0.0,48.0,0.5,0.0,carrefour,,95.83333333333334
Tortilla Nachos Natural,472.0,20.0,64.0,6.6000000000000005,1.0,carrefour,45.0,2.34375
Yogur Líquido Piña y Coco,79.0,0.9000000000000001,14.6,3.0,0.0,carrefour,55.55555555555555,100.0
Alitas de Pollo,112.0,3.8,0.5,20.0,0.0,carrefour,0.0,0.0
Garbanzos Tostados,321.0,5.0,46.5,19.9,4.75,carrefour,13.999999999999998,0.0
Tumaca con Ajo,72.0,4.2,6.1,1.1,0.0,carrefour,23.809523809523807,44.26229508196722
Leche Desnatada Calcio,38.0,0.4,4.8,3.9,0.13,carrefour,74.99999999999999,100.0
Caffe Latte Caramelo,73.0,3.0,8.4,3.2,0.0,carrefour,70.0,0.0
Yogur Bifidus con Trozos de Frutos Rojos,92.0,2.7,13.0,3.1,0.0,carrefour,62.96296296296296,100.0
Pan de Molde Rústico con Centeno y Semillas,303.125,6.5625,46.875,11.25,2.5625,carrefour,19.047619047619047,5.333333333333334
Pistacho Tostado sin Sal Añadida,569.0,45.8,27.6,21.1,0.01,carrefour,12.22707423580786,27.898550724637683
Kefir Sabor Fresa,57.99999999999999,3.3000000000000003,3.9,3.2,0.13,carrefour,66.66666666666666,100.0
Pan de Molde sin Gluten,258.0,5.5,47.4,1.3,1.73,carrefour,16.363636363636367,17.088607594936708
Hamburguesa de Pollo y Zanahoria,168.0,10.0,5.2,13.0,1.9,carrefour,83.0,9.615384615384617
Rosca de Jamón Serrano y Queso Fundido,250.0,5.0,38.0,13.0,2.3,carrefour,44.00000000000001,2.631578947368421
Patatas Ali Oli,127.0,6.9,14.000000000000002,1.5,1.0,carrefour,8.695652173913043,22.142857142857142
Queso Tierno de Cabra sin Lactosa ,385.0,33.0,1.9,20.0,8.75,carrefour,63.63636363636363,47.36842105263159
Pepinillos Grandes Ácidos ,15.0,0.5,0.9000000000000001,1.3,0.01,carrefour,0.0,55.55555555555555
Chorizo Extra,354.0,30.0,2.0,19.0,3.0,carrefour,36.66666666666666,75.0
Croissants Rellenos con Crema al Cacao,500.0,31.11111111111111,48.888888888888886,5.777777777777779,1.5555555555555556,carrefour,50.71428571428571,50.0
Verduras para Pisto ,99.0,7.7,4.8,1.8000000000000005,0.0,carrefour,12.987012987012983,66.66666666666667
Zumo de Naranja con Pulpa,43.0,0.0,10.0,0.6,0.0,carrefour,,90.0
Croquetas de Espinacas,185.0,7.7,24.0,3.1,1.0,carrefour,11.688311688311687,27.916666666666668
Choco Milky Batido al Cacao,63.0,0.8,11.0,2.6,0.1,carrefour,65.0,100.0
Chocolate Relleno Sabor Menta,452.9411764705882,18.823529411764707,64.70588235294117,3.5294117647058822,0.0,carrefour,62.49999999999999,100.0
Pizza Fresca Carbonara,236.0,9.4,26.0,11.0,1.1,carrefour,59.57446808510638,13.076923076923078
Judías Verdes Troceadas,28.000000000000004,0.0,3.9,1.6,0.0,carrefour,,53.846153846153854
Salsa Yogur,195.0,15.8,12.2,1.0,0.0,carrefour,3.164556962025316,55.73770491803279
Zanahoria en Tiras,27.0,0.0,6.1,0.0,0.68,carrefour,,78.68852459016394
Farfalle al Huevo,365.0,3.5000000000000004,67.0,14.000000000000002,0.0,carrefour,28.57142857142857,2.388059701492537
Cordon Bleu,204.0,10.79,14.92,11.77,1.7000000000000002,carrefour,19.091751621872103,6.434316353887399
Queso Tierno de Cabra,376.0,32.0,2.1,20.0,1.1,carrefour,78.125,33.33333333333333
Arroz Sushi,348.0,1.0,77.0,7.1,0.0,carrefour,0.0,1.2987012987012987
Hogaza,267.0,2.9,49.0,9.8,1.2,carrefour,17.24137931034483,5.714285714285714
Mozzarella Di Búfala Campana DOP,261.0,23.0,0.6,13.0,0.5,carrefour,65.21739130434783,100.0
Pechuga de Pollo Fileteada Marinada al Estilo Andaluz,104.0,2.3,1.7000000000000002,20.0,1.0,carrefour,30.434782608695656,100.0
Bebida de Soja Calcio Sabor Vainilla,62.0,1.8000000000000005,8.2,3.3000000000000003,0.0,carrefour,16.66666666666666,92.6829268292683
Almendra Repelada Cruda,657.0,53.0,19.0,21.0,0.01,carrefour,7.358490566037735,24.21052631578948
Corazones de Palmitos,34.0,0.7,3.5000000000000004,2.5,0.0,carrefour,28.571428571428577,34.28571428571428
Mantequilla con Sal,743.0,82.0,0.7,0.6,0.0,carrefour,65.85365853658537,100.0
Piña con Zumo de Piña,52.0,0.0,12.0,0.0,0.0,carrefour,,91.66666666666666
Biscotes de Harina de Trigo Integral,387.0,6.6000000000000005,64.0,13.0,1.0,carrefour,15.151515151515149,7.03125
72% Cacao Noir ,599.0,46.0,33.0,8.5,0.0,carrefour,60.86956521739131,87.87878787878788
Crema de Avellanas y Cacao con Dátiles ,523.0,36.0,25.0,14.000000000000002,0.03,carrefour,10.555555555555555,60.0
Mascarpone,392.0,40.0,3.5000000000000004,4.5,0.0,carrefour,70.5,100.0
Natillas Sabor Vainilla,109.0,2.8,18.0,3.0,0.32,carrefour,67.85714285714286,88.88888888888889
Turrón Duro,530.0,33.0,37.0,19.0,0.12,carrefour,6.666666666666667,94.5945945945946
Cereales,353.0,1.1,77.0,13.0,0.0,carrefour,54.54545454545454,21.55844155844156
Gambas Salvajes ,47.0,0.9000000000000001,0.0,9.8,0.0,carrefour,22.22222222222222,
Almejones al Natural,91.0,2.7,4.6,12.0,4.5,carrefour,33.333333333333336,0.0
Arroz 3 Delicias,107.0,1.4,19.0,3.7000000000000006,0.88,carrefour,28.571428571428577,5.263157894736842
Burger Rústica,274.0,4.1,48.0,10.0,1.3,carrefour,12.195121951219514,2.9166666666666665
Altramuces,59.0,1.0,1.3,7.200000000000001,15.75,carrefour,50.0,38.46153846153846
Salteado de Verduras con Gambas,49.0,1.8000000000000005,4.5,2.1,0.52,carrefour,11.111111111111107,77.77777777777779
Nata Montada Ligera,234.0,20.0,11.0,2.6,0.0,carrefour,75.0,100.0
Chocolate Negro Bajo en Azúcares ,464.0,33.0,49.0,7.3,0.02,carrefour,60.60606060606061,1.020408163265306
Calamar de la India Crudo Limpio Troceado,82.0,1.2,0.8,17.0,0.42,carrefour,50.0,0.0
Empanada Boloñesa,261.0,11.0,32.0,7.3,0.91,carrefour,17.272727272727273,10.3125
Albóndigas de Pollo,113.0,7.1,4.3,7.6,1.2,carrefour,21.126760563380284,25.58139534883721
Cristallino Ciabatta Cerveza,263.0,4.7,45.0,9.6,1.3,carrefour,17.02127659574468,6.444444444444445
Choco Rice,396.0,9.7,69.0,5.3,0.36,carrefour,58.76288659793815,33.33333333333333
Sardinas en Escabeche,176.0,9.6,1.0,21.0,0.0,carrefour,52.083333333333336,0.0
Salsa Napolitana,94.0,4.8,9.4,1.9,0.0,carrefour,8.333333333333334,56.38297872340425
Galleta de Mantequilla con Tableta,508.0,22.0,68.0,6.800000000000001,0.0,carrefour,63.63636363636365,58.82352941176471
Salsa para Carne,169.0,15.0,5.8,0.9000000000000001,0.0,carrefour,16.0,31.0344827586207
Brócoli Congelado,47.0,0.0,7.200000000000001,2.0,0.0,carrefour,inf,19.44444444444444
Yogur Soja Vainilla ,84.0,1.6,14.000000000000002,2.9,0.0,carrefour,18.75,71.42857142857142
Salmón Ahumado Bio,184.0,10.0,0.5,23.0,0.01,carrefour,20.0,100.0
Tomate Frito Estilo Casero ,88.0,4.0,10.0,1.4,0.8500000000000001,carrefour,5.0,61.0
4 Estaciones,24.0,0.7,2.8,0.9000000000000001,0.05,carrefour,14.285714285714288,71.42857142857143
L-Casei Fresa,65.0,1.4,11.0,2.5,0.1,carrefour,64.2857142857143,100.0
Cerveza sin Alcohol,25.0,0.0,4.7,0.0,0.0,carrefour,,55.319148936170215
Baby Leaf,20.0,0.5,1.6,1.5,0.07,carrefour,20.0,62.5
Sushi,180.0,4.4,27.0,7.000000000000001,0.0,carrefour,0.0,0.0
Queso Gruyere France,396.0,32.0,0.5,27.0,0.7,carrefour,65.625,100.0
Caballa en Aceite de Oliva,257.0,17.0,2.0,24.0,0.0,carrefour,17.647058823529413,50.0
Leche Condensada Desnatada,279.0,0.2,60.0,8.9,0.0,carrefour,0.0,100.0
Lentejas Cocidas Bajas en Sal,86.0,0.5,13.0,6.3,0.5,carrefour,0.0,0.0
Pan de Molde Rustico con Cereales y Semillas,276.0,3.6000000000000005,49.0,9.2,2.45,carrefour,16.666666666666664,6.530612244897959
Lomos de Merluza del Cabo,73.0,0.0,1.0,17.0,0.32,carrefour,,0.0
Caldo de Pollo Reducido en Sal,7.000000000000001,0.0,0.6,0.6,0.0,carrefour,,0.0
Mosto Tinto,63.0,0.0,16.0,0.0,0.0,carrefour,,100.0
Gamba Cruda Pelada Ultracongelada,51.0,0.4,0.5,11.3,0.0,carrefour,50.0,60.0
Pollo Empanado,302.0,18.7,21.6,11.8,1.52,carrefour,21.3903743315508,12.962962962962962
Dos Codornices,74.64285714285714,1.1071428571428572,0.0,16.107142857142858,0.0,carrefour,35.483870967741936,
Natillas Chocolate,117.0,3.2,18.0,3.3000000000000003,0.13,carrefour,65.625,88.88888888888889
Pote,154.0,10.0,9.0,6.0,1.0,carrefour,25.0,7.777777777777778
Salsa Queso,131.0,12.0,3.6000000000000005,2.1,0.0,carrefour,18.333333333333336,22.22222222222222
Mezcla de Verduras,60.0,3.3000000000000003,5.5,1.4,0.0,carrefour,15.151515151515149,58.18181818181819
Bebida Energetica,45.0,0.1,11.3,0.1,0.0,carrefour,0.0,0.0
Spaghetti al Nero di Sepia,354.0,1.0,71.0,13.0,0.02,carrefour,40.0,3.5211267605633805
Yogur Bífidus Sabor Coco,68.0,0.104,13.04,3.68,0.0,carrefour,0.0,100.0
Rollitos de Primavera,104.0,2.3,17.0,3.1,1.0,carrefour,17.39130434782609,20.0
Chocolate con Leche,539.0,31.0,56.99999999999999,7.000000000000001,0.0,carrefour,70.96774193548387,96.49122807017548
Ravioli de Carne,258.0,8.1,34.0,9.5,0.0,carrefour,32.098765432098766,7.352941176470589
Aros de Chocolate,510.0,26.0,61.0,6.0,0.0,carrefour,57.692307692307686,0.0
Coles de Bruselas,42.0,0.0,4.8,3.1,0.06,carrefour,,47.91666666666666
Pan Torrijas,302.0,3.7000000000000006,56.99999999999999,10.0,1.5,carrefour,29.729729729729726,9.298245614035087
Cacahuetes Fritos sin Sal Añadida,577.0,43.0,17.0,27.0,0.01,carrefour,13.023255813953488,21.764705882352946
Salsa Miel y Mostaza,405.0,38.0,14.000000000000002,1.1,2.2,carrefour,8.947368421052634,85.7142857142857
Croquetas de Cocido,245.00000000000003,14.000000000000002,20.0,9.1,1.1,carrefour,20.71428571428571,21.000000000000004
Yogur Líquido Fresa y Platano ,76.0,2.0,11.0,2.6,0.13,carrefour,65.0,100.0
Puré Classic,394.0,0.9000000000000001,84.0,8.0,0.03,carrefour,77.77777777777776,0.5952380952380952
Pizza Vegetal ,205.0,9.2,21.0,7.8,0.63,carrefour,26.08695652173913,15.714285714285715
Paté de Atún,297.0,24.0,8.4,12.0,1.5,carrefour,11.25,0.0
Tarta Limón,346.0,24.0,28.000000000000004,4.2,0.43,carrefour,62.5,64.28571428571428
Salsa Guacamole,99.0,7.000000000000001,7.000000000000001,1.8000000000000005,1.6,carrefour,28.57142857142857,35.71428571428571
