Producto,Kcal,Grasa,Grasas saturadas,Carbohidratos,Azucares,Proteina,Sal,Supermercado
Tortillas Integrales,272.22222222222223,5.833333333333333,1.6666666666666667,41.66666666666667,2.7777777777777777,9.166666666666666,1.3888888888888888,mercadona
Mandarina,43.0,0.0,0.0,9.0,9.0,0.8,0.0,mercadona
Arándanos Congelados ,52.0,0.0,0.0,11.0,10.0,0.7,0.02,mercadona
Queso Fresco Desnatado 0%,68.8,0.16,0.09599999999999999,4.4799999999999995,4.4799999999999995,12.32,0.0,mercadona
Brócoli Congelado,28.999999999999996,0.4,0.1,1.8000000000000003,1.5,3.0,0.03,mercadona
Tortitas Mexicanas de Trigo,302.77777777777777,6.388888888888888,1.6666666666666667,50.0,1.9444444444444444,8.055555555555555,1.6666666666666667,mercadona
Pan Blanco,248.27586206896552,2.0689655172413794,1.7241379310344827,48.275862068965516,4.137931034482759,8.96551724137931,3.275862068965517,mercadona
Yogur Griego Ligero,40.0,0.0,0.0,0.0,0.0,10.0,0.16,mercadona
Miel de Mil Flores,332.0,0.0,0.0,83.0,74.3,0.0,0.04,mercadona
Yogur Proteínas Fresa,53.333333333333336,0.08333333333333334,0.08333333333333334,5.0,4.583333333333333,8.333333333333332,0.1,mercadona
Mozzarella Fresca ,202.0,14.000000000000002,8.5,2.0,0.9000000000000001,17.0,0.0,mercadona
+Proteínas Chocolate,80.83333333333333,1.0833333333333335,0.5833333333333333,8.333333333333332,6.666666666666667,8.333333333333332,0.1,mercadona
Cacao Puro Desgrasado en Polvo,375.0,16.0,10.2,16.3,0.7,25.5,0.03,mercadona
Pan Integral 100%,247.00000000000003,3.7000000000000006,0.8,39.0,2.6,11.0,1.1,mercadona
Cacahuete en Polvo Desgrasado,416.0,13.200000000000001,1.7000000000000002,21.0,10.0,46.7,0.0,mercadona
Tortilla Mexicana de Trigo,302.77777777777777,6.388888888888888,1.6666666666666667,50.0,1.9444444444444444,8.055555555555555,2.083333333333333,mercadona
Lomo Adobado Familiar,117.0,3.6000000000000005,1.38,0.8,0.5,20.0,1.7000000000000002,mercadona
Espaguetis,366.0,1.5,0.3,74.0,3.5000000000000004,12.0,0.04,mercadona
Spaguetti,361.0,1.5,0.3,72.0,3.5000000000000004,13.0,0.2,mercadona
Leche Desnatada sin Lactosa,34.0,0.3,0.2,4.7,4.7,3.1,0.32,mercadona
Pepinillos en Vinagre,15.0,0.5,0.1,2.2,0.5,0.9000000000000001,1.7000000000000002,mercadona
Yogur Proteínas Chocolate ,80.83333333333333,1.0833333333333335,0.5833333333333333,8.333333333333332,6.666666666666667,8.333333333333332,0.1,mercadona
Judia Verde Plana,17.0,0.0,0.0,3.0,1.0,0.9000000000000001,0.74,mercadona
Semillas de Chia,462.5,33.75,3.75,2.5,0.0,22.5,0.0,mercadona
Cacahuete Tostado sin Sal,618.0,50.4,11.0,13.0,6.2,24.0,0.0,mercadona
Hamburguesa de Pollo,148.0,7.5,2.4,4.3,1.4,16.0,0.0,mercadona
Naranja,42.0,0.0,0.0,8.6,8.6,0.8,0.0,mercadona
Salteado de Verduras Asadas,45.0,0.1,0.1,7.9,4.2,1.8000000000000003,0.11,mercadona
Claras de Huevo,42.0,0.5,0.1,0.5,0.5,11.0,0.44,mercadona
Tortilla de Avena 51%,286.6666666666667,6.000000000000001,1.8333333333333333,40.0,1.8333333333333333,15.166666666666668,1.3333333333333335,mercadona
Queso Mozzarella,283.0,21.0,13.0,2.5,0.8,21.0,1.0,mercadona
+Proteínas con Arándanos,53.333333333333336,0.08333333333333334,0.0,5.0,4.583333333333333,8.333333333333332,0.0,mercadona
Leche + Proteinas,44.0,0.2,1.0,4.6,4.6,6.0,0.0,mercadona
+Proteinas Pudding Caramelo,76.66666666666667,1.5000000000000002,1.0,5.833333333333333,3.5833333333333335,10.0,0.1,mercadona
Leche Semidesnatada,51.0,1.6,1.0,5.2,5.2,3.9,0.13,mercadona
Pan de Molde Integral,251.72413793103448,4.137931034482759,0.6896551724137931,41.37931034482759,3.4482758620689653,11.03448275862069,1.103448275862069,mercadona
Rallado para Pizza Mozzarella,281.0,21.0,13.0,1.0,0.8,22.0,1.0,mercadona
Leche Semidesnatada sin Lactosa,42.8,1.48,1.0,4.6,4.6,3.0,0.3,mercadona
Ñoquis de Patata,174.0,0.4,0.2,37.6,0.2,4.5,0.0,mercadona
Yogur Griego,103.2,8.64,5.36,3.1199999999999997,3.1199999999999997,3.1199999999999997,0.09599999999999999,mercadona
Yogur Griego Ligero Natural,60.0,2.0,1.4,4.7,4.7,5.8,0.17,mercadona
Guisantes Congelados,82.0,0.4,0.2,11.0,2.8,6.0,0.0,mercadona
Hummus Classic,311.0,25.8,3.3000000000000003,11.1,0.5,6.0,0.0,mercadona
Crema de Cacahuete Crunchy,618.0,50.0,6.800000000000001,7.000000000000001,3.6000000000000005,30.0,0.02,mercadona
Solomillo de Pavo,92.0,0.0,0.0,0.8,0.0,22.0,0.0,mercadona
Tiras de Pechuga de Pollo al Natural,107.0,1.2,0.4,0.6,0.6,23.4,4.5,mercadona
Pimientos Rojos Asados en Tiras,34.0,0.66,0.19,5.4,4.42,1.0,0.9000000000000001,mercadona
Banana,89.0,0.3,0.1,23.0,12.0,1.1,0.0,mercadona
Salmón,224.00000000000003,16.0,2.7,0.0,0.0,20.0,0.0,mercadona
Yogur +Proteínas con Trozos de Fresa ,53.333333333333336,0.08333333333333334,0.0,5.0,4.583333333333333,8.333333333333332,0.1,mercadona
Quesitos Light,147.2,8.959999999999999,5.76,5.76,5.76,11.52,1.92,mercadona
Langostino Cocido,98.0,1.1,0.3,0.5,0.5,22.2,1.7500000000000002,mercadona
Avena Crunchy Integral,390.0,5.8,1.0,66.0,4.6,13.0,0.2,mercadona
Fuet Espetec Extra ,421.0,34.0,13.3,1.4,1.4,27.500000000000004,3.7000000000000006,mercadona
Arroz Tres Delicias,109.00000000000001,1.3,0.5,20.0,0.7,4.0,0.25,mercadona
Copos de Avena,375.0,7.000000000000001,1.3,59.0,1.1,14.000000000000002,0.0,mercadona
Salchichas Frankfurt,212.0,15.7,6.1,5.5,0.5,12.1,2.2,mercadona
Pisto de Verduras,60.0,1.1,0.1,9.9,5.6,1.6,0.0,mercadona
Canónigos Lavados,15.0,0.0,0.0,0.5,0.0,2.0,0.01,mercadona
+Proteínas Natural,52.0,0.5,0.1,3.1,3.1,10.0,0.1,mercadona
Espinaca Cortada,26.0,0.5,0.1,1.4,0.0,2.9,0.01,mercadona
Atún Claro en Aceite de Oliva (60g),203.33333333333331,12.000000000000002,1.8333333333333333,0.0,0.0,24.000000000000004,12.5,mercadona
Alubia Blanca Cocida,83.0,0.4,0.1,10.7,0.8,5.8,0.8,mercadona
Queso Feta,277.0,23.2,16.4,1.0,0.0,16.0,0.01,mercadona
Pimientos Asados Tiras,30.0,0.5,0.0,5.6,5.2,0.9000000000000001,0.83,mercadona
Chorizo,358.0,28.999999999999996,11.0,3.2,3.2,21.0,0.01,mercadona
Mantequilla de Cacahuete 100%,618.0,50.0,6.800000000000001,7.000000000000001,3.6000000000000005,30.0,0.0,mercadona
Nata Líquida para Cocinar,160.0,15.0,0.0,4.5,0.0,2.0,0.0,mercadona
Picos Camperos,382.8571428571429,2.571428571428571,0.2857142857142857,78.0,3.7142857142857144,11.142857142857142,0.0,mercadona
Queso Edam ,321.0,24.0,17.0,0.0,0.0,25.4,0.0,mercadona
Pan de Fibra y Sésamo ,395.83333333333337,7.291666666666667,1.0416666666666667,60.416666666666664,3.125,12.5,1.1458333333333335,mercadona
Queso Fresco Batido Desnatado 0%,45.83333333333333,0.08333333333333334,0.0,3.5000000000000004,3.5000000000000004,8.0,0.0,mercadona
Pimiento Rojo y Verde Congelado,28.000000000000004,0.4,0.1,4.5,4.3,0.9000000000000001,0.0,mercadona
Avena Molida,384.0,7.1,1.3,59.9,1.0,12.2,0.0,mercadona
Fajitas Integrales,317.5,8.5,1.5,35.0,1.7499999999999998,22.000000000000004,0.0,mercadona
Guisantes Enlatados,59.0,0.2,0.0,10.0,4.2,4.0,0.8,mercadona
Nachos,480.99999999999994,22.0,2.1,61.0,3.1,8.2,0.5,mercadona
Stracciatella +Proteinas,56.00000000000001,0.5,0.3,3.3000000000000003,3.0,9.6,0.14,mercadona
Yogur de Proteinas Mango Maracuyá,56.666666666666664,0.08333333333333334,0.0,5.833333333333333,5.333333333333334,8.333333333333332,0.1,mercadona
Harina de Avena,384.0,7.1,1.3,59.9,0.7,12.2,0.0,mercadona
Salteado de Verduras Vegetais,31.0,0.3,0.1,3.8,3.0,2.0,0.05,mercadona
Queso Emmental,369.0,28.999999999999996,21.0,0.5,0.5,27.0,0.83,mercadona
Guacamole 95% Aguacate ,149.0,13.699999999999998,3.8,2.0,1.4,1.9,1.5,mercadona
Ketchup,114.99999999999999,0.0,0.0,27.0,20.5,1.3,1.8000000000000003,mercadona
Bebida de Almendras Zero,16.0,1.5,0.3,0.0,0.0,0.5,0.11,mercadona
Empanada de Atún,237.0,10.0,1.4,28.000000000000004,3.9,7.7,2.75,mercadona
Jamón Cocido Natural,102.0,2.5,0.9000000000000001,0.9000000000000001,0.9000000000000001,19.0,1.9,mercadona
Mozzarella Pizza Roma,283.0,21.0,13.0,2.5,0.8,21.0,1.0,mercadona
Queso Gouda Lonchas,345.0,27.9,19.3,0.0,0.0,23.4,1.7000000000000002,mercadona
Semillas de Chia,463.99999999999994,34.0,4.0,2.6,0.4,22.0,0.0,mercadona
Soja Texturizada Grano Fino,326.0,1.3,0.2,20.0,10.0,51.0,0.01,mercadona
Nuez Natural,616.0,54.0,4.8,10.0,1.0,20.0,0.0,mercadona
Pasta Integral,345.0,2.4,0.5,62.0,3.7000000000000006,13.5,0.01,mercadona
Arroz Largo,347.0,0.8,0.3,78.0,0.5,6.5,0.5,mercadona
Mayonesa,599.0,65.0,9.7,2.4,1.33,0.6,2.5,mercadona
Queso Rallado 4 Quesos,354.0,28.000000000000004,19.0,2.5,0.0,23.0,1.9,mercadona
Contramuslo de Pollo Deshuesado ,127.0,4.9,1.9,1.6,0.6,19.0,0.17,mercadona
Arroz Congelado,126.94610778443113,0.29940119760479045,0.059880239520958084,28.20359281437126,0.0,2.694610778443114,0.0,mercadona
Queso Fresco Burgos Desnatado 0%,68.8,0.16,0.16,4.4799999999999995,4.4799999999999995,12.32,0.9119999999999999,mercadona
Secreto de Cerdo,146.0,7.5,2.2,0.5,0.5,19.1,0.1,mercadona
Pizza Jamón y Queso,224.00000000000003,7.5,3.4000000000000004,25.2,1.6,14.000000000000002,1.5,mercadona
Gazpacho Tradicional,44.0,2.4,0.4,3.5999999999999996,3.4000000000000004,0.8,2.0,mercadona
Pasta de Lentejas Rojas,334.0,1.7000000000000002,0.4,50.0,1.2,26.0,0.02,mercadona
Ketchup Zero,83.0,0.0,0.0,17.8,5.6,1.7000000000000002,1.7000000000000002,mercadona
Cereales Avena Crunchy,390.0,5.8,1.0,66.0,4.6,13.0,0.2,mercadona
Yogur Natural Desnatado 0%,36.0,0.08,0.0,4.4799999999999995,4.4799999999999995,4.32,0.0,mercadona
Leche Semidesnatada sin Lactosa,44.0,1.5,1.0,4.6,4.6,3.0,3.25,mercadona
Nata Líquida para Cocinar,163.0,15.0,12.4,5.0,3.0,2.0,0.25,mercadona
Maxi Tortillas de Trigo,303.3333333333333,6.333333333333332,2.666666666666667,51.66666666666667,1.8333333333333333,8.166666666666668,1.3333333333333335,mercadona
Tomate Rallado,21.0,0.2,0.03,3.3000000000000003,2.6,0.8,0.08,mercadona
Mantequilla sin Sal,743.0,82.0,56.00000000000001,0.8,0.8,0.5,0.05,mercadona
Leche de Avena,35.0,1.4,0.2,4.7,0.0,0.7,0.1,mercadona
Crema de Verduras ,30.571428571428573,0.8285714285714285,0.2285714285714286,4.571428571428571,1.342857142857143,0.7428571428571429,0.6857142857142857,mercadona
Gelatina + Proteínas,40.0,0.0,0.0,0.0,0.0,10.0,0.0,mercadona
Alubia Blanca,83.0,0.4,0.1,10.7,0.8,5.8,0.8,mercadona
Ternera Picada,182.0,12.0,5.0,0.9000000000000001,0.8,17.0,0.0,mercadona
Gelatina Fresa 0%,1.0,0.0,0.0,0.0,0.0,0.0,0.22,mercadona
Anchoas en Aceite de Oliva,192.0,10.1,1.77,0.3,0.0,25.0,25.0,mercadona
Patatas Bravas,187.0,12.0,1.4,17.0,2.7,2.1,0.37,mercadona
Carne Picada Pavo Pollo,144.0,7.000000000000001,2.0,3.0,0.5,17.0,1.0,mercadona
Queso Rallado Fundir y Gratinar,324.0,22.9,12.3,8.7,1.0,20.8,0.0,mercadona
Espárragos Delgados Verdes Enteros ,15.0,0.1,0.0,1.6,0.0,1.3,0.0,mercadona
Filetes de Merluza Argentina,91.0,3.1,0.9000000000000001,0.0,0.0,15.78,0.38,mercadona
Noodles de Arroz,343.0,0.6,0.2,77.0,8.4,6.4,1.0,mercadona
Arroz Vaporizado,345.0,0.7,0.2,76.0,0.6,7.9,0.02,mercadona
Salsa de Soja,66.0,0.0,0.0,6.3,4.3,7.3,12.5,mercadona
Mermelada de Fresa,194.0,0.0,0.0,47.0,46.0,0.5,0.03,mercadona
Macarrones Integrales,345.0,2.4,0.4,62.0,3.7000000000000006,13.5,0.03,mercadona
Queso Crema Light,130.0,8.3,6.0,4.8,4.8,9.0,0.76,mercadona
Macarrones Cocidos,86.0,0.0,0.0,18.0,0.0,3.0,0.0,mercadona
Jamón Serrano,248.0,12.2,4.6,1.0,0.5,33.5,0.01,mercadona
Patatas,68.0,0.0,0.0,14.499999999999998,2.1,1.9,0.02,mercadona
Fideo Cabello de Ángel ,366.0,1.5,0.3,74.0,3.5000000000000004,12.0,0.2,mercadona
Brotes Tiernos ,27.0,0.9000000000000001,0.1,1.2,0.4,2.6,0.24,mercadona
Corazones de Alcachofa ,26.0,0.4,0.1,3.2,0.7,1.7000000000000002,1.0,mercadona
Caldo de Pollo,5.0,0.5,0.1,1.3,0.5,0.5,0.71,mercadona
Atún Claro en Aceite de Oliva (Escurrido),196.0,12.0,1.9,0.0,0.0,22.0,1.5,mercadona
Aceitunas Rellenas de Anchoa Extra,150.0,15.0,2.9,0.9000000000000001,0.5,1.6,2.6,mercadona
Yogurt Proteico ,52.0,0.5,0.0,3.1,0.0,10.0,0.0,mercadona
Yogur Proteinas Vainilla ,76.66666666666667,1.5000000000000002,1.0,5.833333333333333,3.5833333333333335,10.0,0.1,mercadona
Solomillo de Cerdo,131.0,5.1,0.8,0.0,0.0,21.0,0.11,mercadona
Atún Claro al Natural Escurrido,98.0,1.2,0.3,0.9000000000000001,0.5,21.0,1.1,mercadona
Cocktail Natural Frutos Secos ,651.0,58.8,5.0,5.6,3.6000000000000005,20.4,0.0,mercadona
Arroz Basmati Microondas,148.0,2.7199999999999998,0.4,27.200000000000003,1.1199999999999999,3.2,1.6,mercadona
Filete de Pechuga de Pollo,108.0,1.8000000000000003,0.6,0.5,0.0,22.0,0.19,mercadona
Grana Padano,398.0,28.999999999999996,18.0,0.0,0.0,33.0,0.0,mercadona
+Proteínas ,51.66666666666667,0.4166666666666667,0.08333333333333334,3.0833333333333335,3.0833333333333335,10.0,0.1,mercadona
Cereales 0% Azúcares Añadidos,373.0,1.6,0.3,75.0,1.0,10.3,1.0,mercadona
Crema de Calabacín ,36.0,1.0,0.8,5.5,2.5,0.3,0.59,mercadona
Galletas María ,446.42857142857144,14.285714285714288,1.785714285714286,71.42857142857143,0.0,7.142857142857144,0.0,mercadona
Solomillo de Pechuga de Pollo,108.0,1.8000000000000003,0.6,0.0,0.0,22.0,0.28,mercadona
Crema de Calabaza,36.0,1.3,0.8,4.9,2.7,0.7,0.7,mercadona
Brócoli,28.999999999999996,0.4,0.1,1.8000000000000003,1.5,3.0,0.03,mercadona
Fresas Enteras Congeladas,30.0,0.0,0.0,5.2,4.7,0.7,0.0,mercadona
Queso Havarti en Lonchas,396.0,35.0,25.0,1.3,0.5,19.0,1.3,mercadona
Chocolate Negro 85%,597.0,49.0,28.000000000000004,20.0,15.0,12.0,0.0,mercadona
Gambas Peladas ,72.0,1.0,0.2,1.0,1.0,14.7,2.5,mercadona
Tomate Frito sin Sal Ni Azúcares Añadidos,65.0,3.5000000000000004,0.3,6.5,4.7,1.5,1.25,mercadona
Tortillas de Trigo ,302.77777777777777,6.388888888888888,1.6666666666666667,50.0,1.9444444444444444,8.055555555555555,1.6666666666666667,mercadona
Hamburguesa Vacuno Cerdo,221.0,16.0,7.1,1.5,0.8,17.7,2.0,mercadona
Pan de Hamburguesa Brioche,327.2727272727273,10.545454545454545,4.363636363636363,47.27272727272727,11.09090909090909,10.18181818181818,0.7454545454545454,mercadona
Leche Desnatada sin Lactosa,34.0,0.32,0.2,4.8,4.8,3.1199999999999997,0.132,mercadona
Mejillones en Escabeche,149.0,6.6000000000000005,0.7,5.3,0.0,17.0,1.4,mercadona
Tiras de Pechuga de Pollo Asada al Horno ,107.0,1.2,0.4,0.6,0.6,23.4,1.8000000000000003,mercadona
Ensalada 4 Estaciones,17.0,0.5,0.0,2.0,1.5,0.9000000000000001,0.06,mercadona
Nuez Mondada,716.0,69.6,6.0,2.2,1.7000000000000002,17.0,0.0,mercadona
Queso Untar Light,130.0,8.3,6.0,4.8,4.8,9.0,0.76,mercadona
Atún al Natural,98.0,1.2,0.3,0.9000000000000001,0.0,21.0,1.1,mercadona
Zumo de Naranja,44.0,0.1,0.0,10.0,10.0,0.6,0.0,mercadona
Mozzarella Fresca Light,153.0,9.0,6.0,1.0,0.8,17.0,1.5,mercadona
Espinacas Congeladas en Porciones,27.0,0.4,0.1,1.6,1.5,2.9,0.16,mercadona
Judía Verde Redonda,39.0,0.1,0.0,6.1,1.2,1.9,0.01,mercadona
Lomo de Pavo,215.0,5.8,2.8,0.7,0.7,40.0,4.3,mercadona
Ensaladilla Rusa,211.0,17.0,2.6,8.3,1.1,5.5,0.03,mercadona
Cookies con Pepitas de Chocolate,482.35294117647055,22.058823529411764,13.529411764705882,64.70588235294117,38.23529411764706,5.294117647058823,2.7058823529411766,mercadona
Pollo Asado,183.0,10.0,2.1,0.8,0.5,22.0,2.0,mercadona
Filete de Pechuga de Pavo,103.0,0.9000000000000001,0.72,0.0,0.0,24.0,0.0,mercadona
Leche de Soja sin Azucar,32.0,1.7000000000000002,0.3,0.9000000000000001,0.0,3.1,0.0,mercadona
Hamburguesa Pavo Pollo,127.0,4.9,1.7000000000000002,3.1,0.5,17.7,1.7000000000000002,mercadona
Croissant (36g),402.77777777777777,22.499999999999996,10.555555555555555,40.55555555555556,9.166666666666666,8.333333333333332,0.7777777777777778,mercadona
Panecillo 100% Integral,235.0,1.5,0.4,42.6,3.0,9.2,1.2,mercadona
Galletas Digestive,412.5,14.0625,1.5625,48.125,21.25,5.0,0.0,mercadona
Tomate Frito con Aceite de Oliva,77.0,3.5000000000000004,0.3,9.5,6.9,1.5,1.0,mercadona
Muesli Crujiente sin Azúcares Añadidos,401.0,12.0,1.4,52.0,3.2,8.8,0.08,mercadona
Café con Leche Light sin Lactosa,42.4,0.8,0.52,5.72,5.6000000000000005,3.0,0.0,mercadona
Hélices con Vegetales,362.0,1.5,0.3,72.0,3.1,13.0,0.03,mercadona
Bagel,286.0,2.7,0.4,53.0,11.0,11.0,0.73,mercadona
+Proteínas Natillas,77.0,1.5,1.0,5.8,3.6000000000000005,10.0,0.1,mercadona
Pan,267.0,1.0,0.2,55.00000000000001,2.3,8.6,1.5,mercadona
Tomate Frito Estilo Casero,104.0,5.0,0.5,12.4,9.7,2.0,0.8,mercadona
Queso en Polvo Especial para Pasta,292.0,16.0,12.0,17.0,2.4,20.0,2.5,mercadona
Brócoli para Vapor,46.0,0.4,0.039,6.6000000000000005,1.7000000000000002,2.8,0.21,mercadona
Pechuga de Pavo Finas Lonchas Reducido en Sal,76.0,0.5,0.3,1.3,1.3,16.5,1.38,mercadona
Pan de Hamburguesa,263.6363636363636,4.181818181818182,0.5454545454545454,45.45454545454545,4.7272727272727275,9.090909090909092,1.0,mercadona
Galleta María Dorada Complet,459.25925925925924,14.074074074074073,1.4814814814814816,75.55555555555556,22.962962962962962,10.0,0.9259259259259258,mercadona
Pepinillos Agridulces,56.00000000000001,0.5,0.4,11.0,11.0,0.9000000000000001,2.3,mercadona
Mayonesa Light,294.0,31.0,4.8,6.5,3.5000000000000004,0.7,2.1,mercadona
Tortitas de Arroz con Chocolate Blanco Sabor Yogur,466.6666666666667,20.0,12.000000000000002,63.33333333333333,28.999999999999996,7.333333333333333,0.7333333333333333,mercadona
Alubias Rojas Cocidas,89.0,0.4,0.1,11.5,0.9000000000000001,6.3,0.8,mercadona
Queso Viejo Tostado,474.0,40.0,26.0,1.5,0.5,27.0,1.5,mercadona
Pan de Pueblo,245.00000000000003,0.8,0.3,51.0,2.3,7.5,1.2,mercadona
Gambas Peladas Medianas,93.0,1.4,0.0,0.0,0.0,20.1,0.0,mercadona
Queso Mozzarella Rallado,281.0,21.0,13.0,1.0,0.8,22.0,1.0,mercadona
Tortitas de Arroz con Chocolate,476.9230769230769,20.923076923076923,11.076923076923077,64.61538461538461,27.999999999999996,6.153846153846154,0.4615384615384615,mercadona
Tiras de Pollo al Horno,107.0,1.2,0.4,0.6,0.6,23.4,1.8000000000000003,mercadona
Pistachos,607.0,49.6,5.5,11.5,7.8,25.0,2.5,mercadona
Mermelada Fresa Light,40.0,0.0,0.0,11.5,3.4000000000000004,0.6,0.0,mercadona
Cous Cous,346.0,1.6,0.4,69.0,2.5,12.0,0.0,mercadona
Corazones de Lechuga Romana,24.0,0.1,0.0,4.2,2.7,1.6,0.0,mercadona
Soja Texturizada,326.0,1.3,0.2,20.0,10.0,51.0,0.01,mercadona
Pan de Molde 100% Integral ,237.93103448275863,3.103448275862069,0.6896551724137931,37.93103448275862,3.103448275862069,11.379310344827585,1.0344827586206897,mercadona
Dorada,77.0,1.0,0.0,0.0,0.0,17.0,0.0,mercadona
Puré de Patata,349.0,0.6,0.4,74.0,0.5,8.3,0.15,mercadona
Contramuslo Deshuesado,130.0,5.6,2.0,0.0,0.0,20.0,0.22,mercadona
Migas de Coliflor,20.0,0.0,0.0,2.5,1.6,1.3,0.39,mercadona
Cereales Integrales sin Azucar,364.0,1.7000000000000002,0.3,76.0,1.3,9.6,0.0,mercadona
Caldo de Verduras 100% Vegetal,5.0,0.6,0.2,0.5,0.5,0.5,1.7500000000000002,mercadona
+Proteínas Mango,56.666666666666664,0.08333333333333334,0.0,5.833333333333333,5.333333333333334,8.333333333333332,0.25,mercadona
Pasas Sultanas sin Semillas,324.0,1.1,0.4,73.0,61.0,3.1,0.0,mercadona
Copos de Maíz,373.0,0.8,0.4,82.0,0.9000000000000001,8.0,1.5,mercadona
Café con Leche (Cápsulas) ,45.714285714285715,1.6428571428571428,1.2142857142857142,5.428571428571429,1.3571428571428572,2.2142857142857144,0.07857142857142857,mercadona
Gnochis ,174.0,0.4,0.2,37.6,0.2,4.5,0.8699999999999999,mercadona
+Proteínas Flan,62.0,0.2,0.2,5.9,4.0,10.0,0.28,mercadona
Crackers Espelta,440.00000000000006,14.499999999999998,1.5,55.00000000000001,4.0,15.0,1.0,mercadona
Lasaña Boloñesa,143.0,6.1,3.4000000000000004,14.000000000000002,3.5000000000000004,7.400000000000001,0.73,mercadona
Donut Chocolate,472.72727272727275,30.909090909090907,21.818181818181817,41.81818181818181,18.0,6.363636363636363,0.4,mercadona
Pan de Espelta Integral,272.1311475409836,4.262295081967213,0.983606557377049,45.57377049180328,3.606557377049181,10.163934426229508,2.6885245901639343,mercadona
Pipas Gigantes Aguasal,636.0,53.7,6.800000000000001,5.5,4.3,28.7,0.0,mercadona
Jamón Cocido Extra Finas Lonchas,101.0,2.5,0.9000000000000001,0.9000000000000001,0.9000000000000001,18.6,1.9,mercadona
Cintas de Bacon,293.0,25.0,9.9,0.5,0.5,16.6,5.25,mercadona
Azucar Blanco ,400.0,0.0,0.0,100.0,100.0,0.0,0.0,mercadona
Leche de Soja,44.0,2.0,0.3,2.8,2.8,3.4000000000000004,0.0,mercadona
Bebida de Avena ,26.0,0.9000000000000001,0.1,3.8,0.0,0.6,0.1,mercadona
Picos Integrales,379.0,6.4,0.8,60.9,3.1,14.000000000000002,2.1,mercadona
Mozzarella Lonchas,290.0,22.0,15.0,1.0,0.0,22.0,1.0,mercadona
Palomitas de Maíz,393.0,4.6,0.7,75.7,0.6,12.1,0.0,mercadona
Pan Tostado Integral (1),383.33333333333337,5.0,0.8333333333333334,67.5,4.166666666666666,13.333333333333334,0.0,mercadona
Regañas,448.00000000000006,15.0,2.3,65.0,2.6,11.8,1.8000000000000003,mercadona
Aceitunas Negras sin Hueso,125.0,13.0,2.2,0.0,0.0,0.5,2.5,mercadona
Fritada Pisto,92.0,4.8,0.6,10.0,8.0,1.2,1.25,mercadona
Muesli Crunchy 0% Azúcares 0% Edulcorantes ,401.0,12.0,1.4,52.0,3.2,8.8,0.08,mercadona
Filete de Contramuslo de Pavo,101.0,2.4,1.0,0.0,0.0,20.0,0.31,mercadona
Barra de Pan Integral,252.99999999999997,1.7000000000000002,0.4,45.0,2.2,12.0,0.07,mercadona
Lentejas Pardinas,89.0,0.4,0.1,10.7,0.5,8.2,1.0,mercadona
Barritas de Chocolate con Leche,345.0,10.500000000000002,6.5,55.00000000000001,24.0,5.0,0.5,mercadona
Copa de Chocolate y Nata +Proteinas,81.33333333333333,2.4,1.6,5.0,4.0,10.0,0.10666666666666667,mercadona
Combinado de Frutos Secos,494.00000000000006,31.3,3.4000000000000004,36.0,32.7,14.400000000000002,0.0,mercadona
Palmera de Cacao,583.75,36.25,26.25,56.25,32.5,5.625,0.625,mercadona
Patata Microondas,70.0,0.1,0.0,15.7,1.15,1.7000000000000002,0.04,mercadona
Cebolla Troceada,41.0,0.1,0.03,7.9,5.6,1.2,0.0,mercadona
Magdalenas,451.72413793103453,23.10344827586207,2.7586206896551726,55.51724137931034,30.0,5.862068965517241,0.8275862068965517,mercadona
Patatas Congeladas Corte Fino,156.0,5.0,0.5,24.0,0.5,2.5,0.0,mercadona
Mermelada de Fresa 0% Azúcares Añadidos ,40.0,0.0,0.0,11.5,3.4000000000000004,0.6,0.0,mercadona
Pan Integral,256.0,1.3,0.0,49.0,2.9,10.0,3.5000000000000004,mercadona
Gelatina 0% Azúcar,1.0,0.0,0.0,0.2,0.0,0.0,0.14,mercadona
+Proteinas Mousse Chocolate,76.0,1.6,1.1,5.0,4.0,10.0,0.1,mercadona
Spaghetti Integral ,345.0,2.4,0.5,62.0,3.7000000000000006,13.5,0.01,mercadona
Mortadela,238.0952380952381,18.0,0.0,7.285714285714286,0.0,13.0,0.0,mercadona
Leche Desnatada + Proteínas,44.0,0.2,0.1,4.6,4.6,6.0,0.0,mercadona
Almendra Tostada sin Sal,628.0,56.99999999999999,4.8,3.0,1.0,23.0,0.0,mercadona
Jamón de York,102.0,3.2,0.0,7.1,0.0,11.3,0.0,mercadona
Tomate Frito Receta Artesana,200.99999999999997,15.0,2.1,14.3,12.5,1.6,2.25,mercadona
Avellana Tostada sin Sal,710.0,68.0,5.4,3.0,3.0,18.0,0.0,mercadona
Corn Flakes,373.3333333333333,1.0,0.33333333333333337,83.33333333333334,1.0,6.666666666666667,1.5000000000000002,mercadona
Pan de Pita Original,243.00000000000003,1.0,0.2,48.5,1.9,8.4,0.0,mercadona
Queso Especial Fundir,284.0,20.0,15.0,7.000000000000001,0.5,19.0,9.25,mercadona
Pan de Cereales y Semillas,271.0,5.0,0.6,42.0,4.4,11.0,0.93,mercadona
Yogur 0% Sabores,35.199999999999996,0.08,0.0,4.3999999999999995,4.3999999999999995,4.32,0.128,mercadona
Gazpacho Tradicional,44.24242424242424,2.4,0.4,3.6000000000000005,3.4000000000000004,0.8,2.0,mercadona
