Producto,Kcal,Grasa,Grasas saturadas,Carbohidratos,Azucares,Proteina,Sal,Supermercado
Espárragos Blancos Gruesos,18.0,0.0,0.0,1.8000000000000003,1.5,1.1,2.32,carrefour
Carne Picada Vacuno y Cerdo,210.0,15.0,5.1,1.5,0.5,17.0,0.07,carrefour
Empanada,216.0,12.0,5.1,20.0,2.5,6.9,0.98,carrefour
Pechuga de Pavo,73.0,0.5,0.2,1.0,0.0,16.0,5.0,carrefour
Apio en Tiras,18.0,0.0,0.0,3.1,1.7000000000000002,0.5,0.0,carrefour
Tortitas de Arroz Integral,386.6666666666667,6.666666666666667,1.3333333333333335,82.66666666666667,6.666666666666667,8.0,2.666666666666667,carrefour
Berenjenas Asadas en Rodajas,46.0,0.0,0.0,7.1,4.6,1.8000000000000003,0.02,carrefour
Pan Chapata ,264.0,1.1,0.0,54.0,2.8,7.8,2.38,carrefour
Gelatina Proteína Plus,30.0,0.0,0.0,1.4,1.3,6.0,0.0,carrefour
Galletas Digestive de Avena,473.68421052631584,21.05263157894737,1.9736842105263157,61.184210526315795,42.96052631578948,7.236842105263158,1.644736842105263,carrefour
Soja Texturizada,324.0,0.8,0.2,20.0,13.0,51.0,0.01,carrefour
Proteína Plus Arándanos,52.0,0.5,0.2,4.7,3.8,7.5,0.11,carrefour
Crema de Verduras,44.57142857142857,1.9142857142857141,0.2,5.714285714285714,1.3142857142857143,0.8,0.34285714285714286,carrefour
Salsa Carbonara,93.0,8.1,3.4000000000000004,3.3000000000000003,1.2,1.7000000000000002,0.0,carrefour
Salmón Ahumado Noruego ,209.0,13.0,2.3,0.5,0.5,23.0,3.2,carrefour
Ñoquis,155.0,0.5,0.1,34.0,0.5,3.7000000000000006,0.67,carrefour
Tortillas Integrales,292.0,7.5,1.4,42.0,1.9,9.7,1.6,carrefour
Spaguetti,349.0,1.5,0.0,70.0,0.0,12.0,0.0,carrefour
Grana Padano,398.0,28.999999999999996,18.0,0.0,0.0,33.0,3.75,carrefour
Estrellitas,344.0,2.0,0.05,68.0,3.5000000000000004,12.0,0.03,carrefour
Viena Andaluza,263.0,1.2,0.2,53.0,2.5,9.0,1.2,carrefour
Pistachos Tostados y Salados,596.0,47.0,6.0,15.0,5.9,26.0,0.88,carrefour
Verduras Asadas con Patatas,79.0,0.9000000000000001,0.1,14.000000000000002,3.5000000000000004,2.4,0.01,carrefour
Mollete Integral,248.0,1.4,0.5,47.7,0.64,8.3,1.3,carrefour
Hamburguesa de Pollo ,151.0,10.0,3.2,1.2,0.5,14.000000000000002,1.5,carrefour
Lechuga Iceberg,12.0,0.05,0.01,1.1,1.0,0.9000000000000001,0.0,carrefour
Hamburguesa Añojo,162.0,9.6,1.9,0.0,0.0,19.0,1.0,carrefour
Maiz Dulce,69.0,2.1,0.4,8.6,4.1,2.3,0.5,carrefour
Crema de Calabacín con Queso,31.0,1.4,0.3,3.9,0.0,0.6,1.7500000000000002,carrefour
Ventresca de Atún Claro,191.7808219178082,10.136986301369863,1.9178082191780819,0.0,0.0,24.65753424657534,3.767123287671233,carrefour
Tiras de Pechuga de Pollo al Natural,108.0,1.0,0.2,0.8,0.8,24.0,1.5,carrefour
Skyr,50.0,0.5,0.1,4.1,0.0,8.0,0.13,carrefour
Quinoa Blanca y Roja,124.0,2.2,0.3,20.0,0.7,4.5,0.3,carrefour
Torreznos de Cerdo,627.0,48.0,15.0,0.0,0.0,49.0,2.8,carrefour
Queso para Untar Clasico,238.0,23.0,16.0,3.0,3.0,5.5,2.25,carrefour
Miel de Flores,328.0,0.0,0.0,81.6,81.6,0.4,0.0,carrefour
Hogaza de Pan 100% Integral de Trigo,229.0,2.1,0.4,38.0,2.0,11.0,0.8500000000000001,carrefour
Tiras de Bacon,263.0,23.0,7.8,1.0,1.0,14.000000000000002,2.2,carrefour
Queso Havarti,418.0,38.0,24.0,0.0,0.0,19.0,2.0,carrefour
Queso Rallado Proteína Plus,206.99999999999997,8.2,5.5,0.5,0.5,33.0,4.75,carrefour
Queso para Untar Clásico Light,141.0,11.0,7.7,3.0,3.0,6.9,0.65,carrefour
Bebida Láctea de Vainilla Proteína Plus,66.0,0.5,0.1,5.5,5.4,11.0,0.0,carrefour
Colines,389.0,2.8,0.5,76.0,1.8000000000000003,13.0,1.77,carrefour
Ensalada Mezclum,13.0,0.0,0.0,0.6,0.6,1.7000000000000002,0.13,carrefour
Galletas María,426.6666666666667,9.333333333333332,3.6666666666666665,76.66666666666667,20.0,7.666666666666666,0.9000000000000001,carrefour
Jamón Cocido Extra Finas Lonchas,94.0,2.0,1.0,0.5,0.5,18.5,1.9,carrefour
Jamón Cocido,88.0,1.5,0.5,2.0,1.8000000000000003,17.0,0.01,carrefour
Queso Cheddar,397.0,33.0,21.0,0.0,0.0,25.0,0.0,carrefour
Napolitanas Rellenas de Crema,387.0,21.0,11.0,44.0,21.0,4.7,0.65,carrefour
Pan Molde Blanco,266.0,4.6,0.9000000000000001,45.0,3.9,9.7,1.0,carrefour
Yogur Natural,61.0,3.0,2.0,4.9,4.9,3.5000000000000004,0.12,carrefour
Mozzarella,235.0,18.0,12.4,1.3,0.8,17.0,0.55,carrefour
Ensalada Brotes Deluxe,17.272727272727273,0.36363636363636365,0.09090909090909091,1.0,0.45454545454545453,1.8181818181818181,0.34545454545454546,carrefour
Pan Mollete,240.0,1.0,0.0,49.0,1.4,7.8,0.0,carrefour
Panecillo Integral de Trigo 30% ,259.0,1.0,0.1,52.300000000000004,1.6,8.0,1.3,carrefour
Yogur Griego Natural (125g),124.8,9.6,6.4799999999999995,5.4399999999999995,5.4399999999999995,3.5999999999999996,0.152,carrefour
Queso Blanco Pasteurizado 0% Grasa,60.0,0.0,0.0,4.0,3.4000000000000004,11.0,0.83,carrefour
Queso de Oveja Curado,446.0,38.0,27.0,1.0,0.5,25.0,1.7000000000000002,carrefour
Queso Blanco 0%,67.2,0.0,0.0,4.0,3.84,12.0,0.0,carrefour
Bebida de Almendra Calcio,24.0,2.1,0.2,0.4,0.2,0.9000000000000001,0.12,carrefour
Crema de Calabaza ,40.0,1.8000000000000003,1.0,4.4,1.8000000000000003,1.0,0.45000000000000007,carrefour
Crema de Avellanas,684.0,61.0,4.4,15.0,4.3,15.0,0.01,carrefour
Rulo de Queso de Cabra,320.0,28.000000000000004,20.0,1.0,0.5,16.0,3.0,carrefour
Arroz Integral,344.0,2.1,0.5,71.0,1.0,8.0,0.0,carrefour
Colines Integrales ,369.0,2.6,0.5,70.0,4.7,13.0,1.97,carrefour
Arroz Basmati Microondas,177.0,3.0,0.5,33.0,0.5,3.7000000000000006,0.6,carrefour
Pan Sarraceno,244.0,1.1,0.3,49.0,0.2,8.7,1.2,carrefour
Burrata,254.99999999999997,22.0,15.8,2.1,2.0,12.1,0.69,carrefour
Yogur Desnatado 0%,39.2,0.0,0.0,5.6000000000000005,5.6000000000000005,3.9200000000000004,0.38399999999999995,carrefour
Escalope de Pollo Empanado,202.99999999999997,10.5,1.96,15.0,1.0,11.6,3.08,carrefour
Fresas Congeladas ,25.0,0.0,0.0,4.1,4.1,0.8,0.0,carrefour
Yogur Líquido Proteína Plus,52.0,0.5,0.2,4.7,4.6,7.5,0.1,carrefour
Pizza Cuatro Quesos,265.0,11.0,6.7,26.0,2.1,15.0,1.4,carrefour
Chorizo Criollo Fresco de Cerdo,281.0,24.07,7.960000000000001,0.95,0.95,15.8,0.01,carrefour
Picos de Pan,358.0,1.5,0.4,82.0,2.7,3.7000000000000006,2.6,carrefour
Calabacines al Estilo Provenzal ,69.0,3.9,0.6,5.9,4.8,1.6,0.76,carrefour
Tortilla de Patatas con Cebolla,147.0,9.0,1.6,11.0,1.1,5.2,1.2,carrefour
Parmesano Rallado,401.99999999999994,30.0,20.0,0.0,0.0,32.0,1.6,carrefour
Salchicha Blanca de Cerdo,131.0,7.1,2.73,0.8,0.75,16.66,2.21,carrefour
Lacón Ahumado,110.00000000000001,3.1,1.2,1.0,0.5,19.5,0.0,carrefour
Fideo Cabellin,344.0,2.0,0.3,68.0,2.9,12.0,0.0,carrefour
Empanada de Carne,252.99999999999997,10.0,1.6,32.0,3.5000000000000004,7.1,1.1,carrefour
Endivias,9.0,0.2,0.04,2.6,0.7,1.1,0.0,carrefour
Chocolate 80% Cacao ,622.0,51.0,31.0,26.0,21.0,9.5,0.0,carrefour
Empanadilla Atún ,242.0,8.8,1.1,32.0,3.7000000000000006,7.5,0.7,carrefour
Yogurt,83.0,2.2,1.8000000000000003,15.0,8.6,0.5,0.1,carrefour
Pan 100% Integral ,244.0,1.6,0.0,42.7,2.9,10.78,0.0,carrefour
Copos de Avena Integral,372.0,7.000000000000001,1.3,59.0,0.7,14.000000000000002,0.0,carrefour
Harina Integral de Avena,403.0,8.9,1.4,62.0,1.3,12.0,0.0,carrefour
Gazpacho,36.0,2.0,0.3,3.0,2.9,0.7,0.7,carrefour
Hamburguesa de Potro,127.0,4.87,1.8900000000000001,2.55,0.9000000000000001,18.3,0.0,carrefour
Pechuga de Pollo Cocida ,90.0,1.5,0.4,0.0,0.0,19.0,1.8000000000000003,carrefour
Queso Fresco,171.0,12.0,8.3,3.7000000000000006,3.4000000000000004,12.0,0.76,carrefour
Yogur Soja Natural ,41.0,2.1,0.3,1.2,0.5,3.7000000000000006,0.0,carrefour
Yogur Natural 0%0%,36.0,0.5,0.0,4.9,4.9,3.9,0.2,carrefour
Leche UHT Entera,63.0,3.6000000000000005,2.5,4.7,4.7,3.0,0.0,carrefour
Champiñones,28.999999999999996,0.0,0.0,2.4,2.3,2.5,0.0,carrefour
Queso Comté,409.99999999999994,34.0,22.0,0.0,0.0,26.0,2.0,carrefour
Pan de Pita,259.7597597597598,1.0960960960960962,0.40540540540540543,51.951951951951955,3.0030030030030033,9.45945945945946,1.021021021021021,carrefour
Jamón de Cebo Ibérico 50% Raza Ibérica,285.0,19.0,8.7,0.0,0.0,28.000000000000004,3.8,carrefour
Gambón Crudo Grande,95.0,0.9000000000000001,0.0,0.8,0.8,21.0,0.25,carrefour
Arroz Tres Delicias,112.00000000000001,1.6,0.4,18.0,1.2,5.1,0.3,carrefour
Tortitas de Arroz Integral,389.0,2.1,0.4,83.0,0.8,8.0,1.1,carrefour
Maíz para Palomitas,355.0,3.8,1.3,66.0,2.3,8.6,0.15,carrefour
Tiras de Pollo al Horno,108.0,1.0,0.2,0.8,0.8,24.0,0.0,carrefour
Taquitos de Jamón ,249.00000000000003,17.0,6.3,1.0,1.0,23.0,5.0,carrefour
Mozzarella Fresca,235.0,18.0,12.0,1.3,0.8,17.0,0.0,carrefour
Espinacas ,35.0,0.6,0.1,1.1,0.5,5.0,0.35,carrefour
Ketchup Light,60.0,0.5,0.5,13.0,13.0,1.3,0.0,carrefour
Hogaza Pan Blanco ,243.00000000000003,1.6,0.3,46.0,2.4,9.5,1.1,carrefour
Pasta Tricolor,344.0,2.0,0.2,67.0,4.0,12.0,0.0,carrefour
Boquerones en Vinagre,147.0,6.2,2.6,0.7,0.0,22.1,0.0,carrefour
Bizcocho Casero,459.0,27.500000000000004,2.9,46.2,25.8,5.6,0.1,carrefour
Pan de Molde con Semillas sin Gluten ,272.0,9.6,1.2,41.6,4.8,2.0,1.16,carrefour
Queso Mezcla Semicurado,407.0,33.0,0.0,1.5,0.0,26.0,0.0,carrefour
Tomate Frito sin Azúcares Añadidos,63.0,3.8,0.4,6.2,4.8,1.0,0.0,carrefour
Alubias Cocidas Extra,81.0,0.0,0.0,12.0,0.6,5.3,0.54,carrefour
Garbanzos con Verduras Cocidas,96.0,1.9,0.0,12.0,0.0,5.4,1.25,carrefour
Gelatina Proteína Plus Frutos Rojos,30.0,0.0,0.0,1.4,1.3,6.0,0.0,carrefour
Salteado Campestre,69.0,3.9,0.4,5.7,2.2,1.3,0.02,carrefour
Queso Fundido Light,134.6153846153846,7.051282051282053,5.0,5.0,5.0,13.461538461538463,2.051282051282051,carrefour
Croquetas Caseras de Pollo,272.0,15.9,7.200000000000001,20.9,1.0,10.2,0.0,carrefour
Pan de Molde Rústico ,257.0,2.1,0.6,50.0,2.4,8.4,0.8699999999999999,carrefour
Langostino Cocido,93.0,1.4,0.2,0.0,0.0,20.0,1.8000000000000003,carrefour
Pan de la Abuela,249.00000000000003,1.5,0.2,51.1,2.1,8.3,0.7,carrefour
Crema de Verduras Mediterráneas,36.0,1.6,0.2,4.1,1.2,0.8,1.95,carrefour
Fideos Chinos ,358.0,3.0,0.7,69.0,3.5000000000000004,13.0,0.0,carrefour
Pan de Gambas,527.0,31.0,3.5000000000000004,60.0,9.4,2.0,1.95,carrefour
Pan Especial de Molde 100% Integral de Trigo,237.0,2.8,0.7,40.0,3.6000000000000005,10.0,1.2,carrefour
Rúcula y Canónigo,25.0,0.5,0.0,1.3,0.3,2.4,0.04,carrefour
Postre Lácteo al Cacao Proteína Plus,74.0,1.3,0.8,5.6,4.7,10.0,0.0,carrefour
Galletas de Canela,463.0,17.0,8.7,70.0,21.0,6.4,0.0,carrefour
Ensalada 4 Estaciones,17.0,0.5,0.1,1.6,1.4,0.8,0.18,carrefour
Barritas Muesli con Chocolate Negro ,354.54545454545456,8.636363636363637,3.6363636363636367,68.18181818181817,2.272727272727273,5.909090909090909,0.045454545454545456,carrefour
Chocolate 90%,622.0,54.0,16.0,16.0,9.7,12.0,0.08,carrefour
Menestra de Verduras,30.0,0.0,0.0,3.9,0.5,2.0,0.25,carrefour
Empanada de Bacalao,242.0,9.1,1.1,32.0,3.6000000000000005,7.000000000000001,2.75,carrefour
Tortillas de Trigo Integral,292.0,7.5,1.4,42.0,1.9,9.7,0.88,carrefour
Salsa Ligera,229.99999999999997,22.0,2.2,7.7,2.3,0.5,0.0,carrefour
Chocolate 85%,573.0,45.0,28.000000000000004,24.0,16.0,10.0,0.01,carrefour
Arroz Jazmín,355.0,0.8,0.2,79.0,0.0,7.000000000000001,0.0,carrefour
Baguette,261.0,1.0,0.8,54.0,3.5000000000000004,8.4,1.3,carrefour
Queso Blanco,121.6,6.559999999999999,4.32,4.32,4.32,11.200000000000001,0.0,carrefour
Tomate Frito Aceite de Oliva Virgen Extra,74.0,3.7000000000000006,0.6,9.0,6.9,1.0,0.9000000000000001,carrefour
Bonito del Norte al Natural,123.0,3.0,0.8,0.0,0.0,24.0,1.5,carrefour
Aceitunas Verdes con Hueso,181.0,19.0,4.0,0.0,0.0,1.1,0.0,carrefour
Macarrón,344.0,2.0,0.5,68.0,3.5000000000000004,12.0,0.0,carrefour
Aceitunas Verdes Rellenas con Anchoas,145.0,15.0,3.0,0.0,0.0,1.3,8.75,carrefour
Tortilla de Maiz,225.99999999999997,2.2,0.4,43.0,0.8,5.3,0.98,carrefour
Tumaca,56.00000000000001,4.2,1.0,6.0,2.7,1.1,0.0,carrefour
Queso Polvo Especial Pasta,310.0,18.0,12.0,10.0,0.5,27.0,2.5,carrefour
Aceitunas Negras sin Hueso,151.0,16.0,2.2,0.0,0.0,0.5,0.01,carrefour
Preparado de Carne Picada de Vacuno y Cerdo,219.0,16.3,9.0,0.8,0.5,17.2,0.1,carrefour
Empanada de Espinacas,182.0,8.8,3.9,22.0,3.9,3.6000000000000005,0.0,carrefour
Pan de Molde 15 Cereales y Semillas,312.5,7.187499999999999,1.25,46.875,4.0625,10.9375,1.1875,carrefour
Alubias Pintas Cocidas,95.0,0.7,0.2,13.0,0.0,6.2,0.6,carrefour
Hogaza de Pan 100% Integral,229.0,2.1,0.4,38.0,2.0,11.0,0.0,carrefour
Chuletas de Pavo al Ajillo,84.0,1.8000000000000003,0.5,1.0,0.3,16.1,1.63,carrefour
Emmental,368.0,28.499999999999996,19.4,0.0,0.0,27.9,1.22,carrefour
Pan de Molde Alto Contenido en Proteína,279.0,10.0,1.1,26.0,1.7000000000000002,16.0,1.1,carrefour
Pechuga de Pollo Lonchas Finas,73.0,0.5,0.2,1.5,1.2,16.0,1.9,carrefour
Pan Proteico,279.0,10.0,1.1,26.0,1.7000000000000002,16.0,1.1,carrefour
Yogur Stracciatella,59.0,1.5,1.0,6.800000000000001,6.7,4.5,0.0,carrefour
Panecillos Tostados 100% Integrales de Trigo,416.6666666666667,11.666666666666666,0.8333333333333334,63.33333333333333,4.166666666666666,10.833333333333334,1.4166666666666667,carrefour
Yogur Vegetal de Coco ,62.0,4.0,3.3000000000000003,6.1,0.5,0.5,0.09,carrefour
Galletas Digestive,482.7586206896552,21.034482758620687,10.0,65.51724137931035,17.93103448275862,5.862068965517241,0.0,carrefour
Tortillas de Harina de Trigo Integral,292.0,7.5,1.4,42.0,1.9,9.7,0.88,carrefour
Salmón al Natural,136.0,4.9,2.0,0.9000000000000001,0.0,22.0,3.0,carrefour
Atún en Aceite de Girasol,190.3846153846154,10.0,1.5384615384615385,0.0,0.0,25.0,3.692307692307692,carrefour
Pan Media Hogaza de Centeno 60%,244.0,1.6,0.2,46.0,4.1,10.0,1.4,carrefour
Espaguetis,349.0,1.5,0.3,70.0,2.9,12.0,0.03,carrefour
Hamburguesa Pollo,151.0,10.0,3.2,1.2,0.5,14.000000000000002,1.5,carrefour
Obleas de Arroz ,350.0,1.0,1.0,83.0,5.0,5.0,6.0,carrefour
Pan Hogaza sin Gluten,223.33333333333334,6.666666666666667,0.6666666666666667,34.66666666666667,2.0,2.0,1.3333333333333335,carrefour
Whey Protein Sport Galleta,397.0,4.3,3.0,16.0,6.6000000000000005,73.0,0.44,carrefour
Ensaladilla Rusa con Atún,179.0,13.0,0.8,9.1,3.5000000000000004,5.4,1.9,carrefour
Crunchy Muesli,451.0,16.6,7.200000000000001,65.0,23.0,8.0,0.0,carrefour
Queso Tierno,325.0,25.0,17.0,1.0,0.0,24.0,1.8000000000000003,carrefour
Yogur Estilo Griego Stracciatella,158.0,8.8,5.8,17.0,16.0,2.5,0.25,carrefour
Hamburguesa de Vacuno y Cerdo,200.99999999999997,14.000000000000002,6.14,1.3,0.8,17.5,0.0,carrefour
Biscotes de Trigo,396.6666666666667,5.0,2.0,76.66666666666667,6.000000000000001,10.0,0.0,carrefour
Pan Integral de Trigo sin Corteza,231.0,2.8,0.8,39.0,4.1,9.7,1.0,carrefour
Gulas,111.00000000000001,4.5,0.6,7.000000000000001,1.0,10.0,2.0,carrefour
Salchicha Fresca de Pollo ,98.0,3.4000000000000004,1.1,1.6,1.0,15.2,4.88,carrefour
Patatas Fritas Finas ,134.0,3.2,0.4,23.0,0.5,2.2,0.2,carrefour
Hamburguesa Pavo Pollo,156.0,8.8,2.4,0.5,0.5,18.0,0.0,carrefour
Pincho Pollo Adobado ,129.0,7.400000000000001,2.0,0.0,0.0,16.0,6.25,carrefour
Arroz Integral Microondas,150.4,1.44,0.32,29.599999999999998,0.4,3.6799999999999997,0.304,carrefour
Queso Brie,356.0,32.0,22.0,0.0,0.0,17.0,1.3,carrefour
Preparado de Carne Picada de Vacuno,190.0,13.200000000000001,6.4,0.8,0.8,16.9,0.4,carrefour
Tiras de Pota,57.99999999999999,0.5,0.12,1.3,0.0,12.0,1.0,carrefour
Rejos de Potón,67.0,0.8,0.2,0.0,0.0,15.0,1.4,carrefour
Hamburguesa Raza Angus,195.0,15.0,6.7,0.0,0.0,15.0,1.0,carrefour
Aceitunas Gordal,120.0,12.0,2.0,0.0,0.0,1.1,0.01,carrefour
Pan de Hamburguesa,278.0,5.0,0.9000000000000001,47.0,4.9,9.6,0.0,carrefour
Cuscús,360.0,2.0,0.3,72.0,2.0,12.0,0.0,carrefour
Pizza Jamón y Queso,219.0,7.1,3.8,26.0,2.3,12.0,1.8000000000000003,carrefour
Filete Cerdo Empanado,138.0,1.7000000000000002,0.6,16.1,1.2,14.6,1.1,carrefour
Cortezas de Cerdo,558.0,28.999999999999996,10.0,0.0,0.0,74.0,3.5000000000000004,carrefour
Macarrones Integrales,346.0,2.0,0.5,66.0,3.0,12.0,0.03,carrefour
Palomitas Saladas,417.0,18.0,8.4,50.5,0.0,8.8,8.75,carrefour
Mayonesa,653.0,71.0,7.000000000000001,1.6,1.3,0.8,1.0,carrefour
Espinacas Congeladas,22.0,0.8,0.1,0.5,0.3,3.1,0.0,carrefour
Zumo Multifrutas,44.0,0.1,0.0,9.8,9.0,0.7,0.02,carrefour
Macarrones sin Gluten ,345.0,0.8,0.0,79.0,1.0,5.5,0.0,carrefour
Crema de Anacardo,642.0,53.0,8.8,19.0,6.6000000000000005,21.0,0.02,carrefour
Spaghetti Integral,335.0,2.6,0.5,60.0,3.3000000000000003,13.0,0.02,carrefour
Nata Líquida para Cocinar,194.0,18.0,12.0,5.5,3.8,2.5,0.1,carrefour
Frambuesas Congeladas,46.0,0.0,0.1,6.0,4.8,1.4,0.0,carrefour
Mozzarella Lonchas,293.0,21.0,15.0,1.0,1.0,25.0,0.0,carrefour
Galletas Speculoos,487.0,18.0,8.6,74.0,34.0,5.7,0.83,carrefour
Mini Pizzas,243.33333333333331,11.0,5.333333333333334,25.666666666666664,3.6666666666666665,9.333333333333332,1.5666666666666667,carrefour
Queso Cottage Proteina Plus,68.0,0.1,0.0,4.5,3.5000000000000004,12.3,0.6,carrefour
Caldo de Pollo,5.0,0.5,0.1,0.6,0.0,0.0,0.0,carrefour
Hummus,287.0,23.0,1.8000000000000003,9.9,0.5,6.9,0.0,carrefour
Yogur Natural Azucarado,77.0,1.7000000000000002,1.1,12.0,11.0,3.1,0.0,carrefour
Bebida de Soja,33.0,1.8000000000000003,0.3,1.0,0.7,3.2,0.06,carrefour
Mezcla Frutos Rojos,47.0,0.1,0.0,7.5,5.2,1.4,0.0,carrefour
Churros,137.0,0.6,0.1,28.000000000000004,2.1,4.2,0.67,carrefour
Pechuga de Pavo Adobada al Pimentón ,85.0,0.7,0.2,1.4,0.4,18.1,1.83,carrefour
Sardinas en Aceite de Oliva,234.0,17.0,0.4,0.0,0.0,21.0,0.8,carrefour
Nachos Redondos,490.00000000000006,24.0,2.5,61.0,1.2,5.1,0.97,carrefour
Tortitas de Arroz Integral con Chocolate Blanco Sabor Yogur,480.0,20.307692307692307,12.307692307692308,67.6923076923077,30.76923076923077,7.384615384615384,0.49230769230769234,carrefour
Tarta de Queso,189.0,7.8,3.5000000000000004,20.0,20.0,9.2,0.4099999999999999,carrefour
Pan de Molde de Maiz,283.0,5.9,0.9000000000000001,45.0,2.2,11.0,2.75,carrefour
Cacahuetes con Cáscara,619.0,51.0,11.0,7.9,5.3,25.0,1.0,carrefour
Judias Verdes Planas,39.0,0.0,0.0,6.4,1.2,1.5,0.01,carrefour
Mejillones al Natural,71.0,2.1,0.9000000000000001,1.3,0.0,11.7,2.4,carrefour
Caffe Latte Cappuccino,67.0,1.2,0.8,11.0,11.0,3.0,0.17,carrefour
Gotas de Chocolate Negro,497.0,26.5,17.0,54.0,50.0,5.8,0.02,carrefour
Pan de Molde Proteína Plus ,274.0,14.000000000000002,1.8000000000000003,6.0,1.8000000000000003,25.0,0.91,carrefour
Salsa de Setas,108.0,8.3,4.4,5.1,4.3,1.7000000000000002,1.05,carrefour
Chocolate con Almendras Enteras,554.0,38.0,18.0,40.0,37.0,9.0,0.08,carrefour
Guisantes Finos Congelados ,92.0,1.7000000000000002,0.4,9.1,3.0,6.1,0.02,carrefour
Yogur Desnatado Sabor Fresa,39.2,0.0,0.0,5.6000000000000005,5.6000000000000005,3.9200000000000004,0.0,carrefour
Lentejas,306.0,1.9,0.3,36.0,1.2,24.0,0.0,carrefour
Pan Tostado Integral (9g),366.66666666666663,8.88888888888889,3.3333333333333335,61.111111111111114,5.555555555555555,12.222222222222223,0.0,carrefour
Pizza Bacon y Queso,239.0,9.6,5.4,25.0,2.4,12.0,0.0,carrefour
Queso para Untar Light,159.0,13.0,8.7,3.3000000000000003,3.3000000000000003,8.3,0.09,carrefour
Queso Blanco,115.99999999999999,6.2,4.3,4.0,4.0,11.0,0.86,carrefour
Pollo Tikka Masala con Arroz Basmati,125.66666666666666,2.3,0.7000000000000001,17.0,2.1999999999999997,8.666666666666668,0.0033333333333333335,carrefour
Hamburguesa Vacuno y Cerdo ,200.99999999999997,14.000000000000002,6.14,1.3,0.8,17.5,4.12,carrefour
Patata Entera,52.0,0.0,0.0,11.0,0.0,1.1,0.18,carrefour
Preparado de Carne Picada Pollo,177.0,13.0,4.5,0.5,0.5,14.000000000000002,2.05,carrefour
Fiambre de Pavo Cocido,76.0,1.1,0.4,3.7000000000000006,0.0,12.9,5.75,carrefour
Pimientos Morrones Asados,22.0,0.0,0.0,4.0,3.0,1.0,0.0,carrefour
Chocolate Negro 72% con Pepitas de Cacao Tostado,541.0,38.0,23.0,33.0,28.000000000000004,10.0,0.02,carrefour
Tortitas de Arroz Integral con Chocolate,466.25766871165644,17.791411042944784,11.042944785276074,67.48466257668711,28.22085889570552,6.134969325153374,0.0,carrefour
Yogur Estilo Griego 0%,53.0,0.5,0.1,6.800000000000001,6.6000000000000005,6.0,0.0,carrefour
Mini Biscotes,408.3333333333333,8.333333333333332,4.166666666666666,70.83333333333334,5.0,11.666666666666666,0.0,carrefour
Pan Integral de Trigo,237.0,2.8,0.7,40.0,3.6000000000000005,10.0,3.0,carrefour
Lasaña de Carne,143.0,8.5,3.8,9.7,3.7000000000000006,6.3,2.32,carrefour
Bacon en Lonchas,263.0,23.0,7.8,1.0,1.0,14.000000000000002,2.2,carrefour
Pudding Caramelo,73.0,1.5,1.1,4.8,4.3,10.0,0.35,carrefour
Avellanas Tostadas,712.0,68.0,5.6,3.8,3.7000000000000006,17.0,0.98,carrefour
Tortitas de Maíz,376.0,2.0,0.4,80.0,1.2,8.2,2.1,carrefour
Aceitunas Rellenas de Anchoas,150.0,15.0,2.9,0.9000000000000001,0.49,1.6,3.52,carrefour
Nuez Mondada,654.0,65.2,8.9,13.699999999999998,2.6,15.2,0.0,carrefour
Queso Fundido Light,181.0,9.0,6.0,10.0,6.0,15.0,3.5000000000000004,carrefour
Yogur Griego Azucarado,146.0,10.0,6.0,11.0,11.6,2.9,0.0,carrefour
Patatas Fritas Sabor Jamón,524.0,32.0,3.5000000000000004,48.0,0.8,7.8,1.1,carrefour
Queso en Dados,218.00000000000003,17.0,11.0,0.5,0.5,15.0,2.8,carrefour
Chorizo Ibérico Extra,413.99999999999994,35.0,14.000000000000002,0.8,0.8,24.0,0.01,carrefour
Regañas,390.0,4.4,0.71,71.0,2.1,14.000000000000002,2.2,carrefour
Anchoas,186.0,7.7,2.0,0.4,0.4,28.7,10.25,carrefour
Chuletas de Pavo Marinadas,84.0,1.8000000000000003,0.5,1.0,0.3,16.1,1.63,carrefour
Pan con Semillas de Calabaza,285.0,4.8,0.8,47.0,3.9,12.0,1.2,carrefour
Espirales Cocidas,179.0,3.1,0.6,31.0,1.7000000000000002,5.4,0.61,carrefour
Chocolate 99% Cacao,578.0,50.0,31.0,8.6,0.8,15.0,0.02,carrefour
Ensalada Gourmet,18.0,0.3,0.0,0.8,0.0,1.5,0.04,carrefour
Skyr Fresa ,48.0,0.5,0.1,4.5,4.1,7.000000000000001,0.32,carrefour
Patatas Fritas Estilo Churrería,533.0,32.0,3.8,51.0,1.0,8.0,0.4,carrefour
Corn Flakes sin Gluten,378.0,1.0,0.2,82.5,0.5,7.8,1.2,carrefour
Pan de Hamburguesa sin Gluten ,225.99999999999997,7.000000000000001,0.7,35.0,1.8000000000000003,1.9,0.79,carrefour
Barra Integral 100%,221.0,1.7000000000000002,0.9000000000000001,45.0,1.8000000000000003,9.1,1.3,carrefour
Yogur Natural 0%,36.0,0.5,0.0,4.9,4.9,3.9,0.2,carrefour
Pan Pasas y Nueces,278.0,3.4000000000000004,0.0,48.5,8.1,11.0,0.0,carrefour
Queso Fundido (18.8g),180.85106382978722,9.042553191489361,6.382978723404255,6.914893617021277,6.914893617021277,18.085106382978722,3.723404255319149,carrefour
